id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-02-01 01:33:07,[3],0.088,False,1869,20192,119,9,1.4.0,1050314,0.04547445
dcr.cerebro.host,mainnet,2024-09-09,2026-02-01 01:33:08,[3],0.888,False,23,23,0,3,1.4.0+d190a83b6,1050314,0.0005596107
dcrhive.com,mainnet,2022-06-23,2026-02-01 01:33:08,[3],1,False,273,30478,229,2,1.4.0+d190a83b6,1050314,0.0066423356
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-02-01 01:33:07,[3],0.9500000000000001,False,83,15042,101,320,1.4.0+d190a83b6,1050314,0.0020194647
decred.stake.fun,mainnet,2021-01-28,2026-02-01 01:33:08,[3],0.5,False,805,32674,197,105,1.4.0,1050314,0.019586375
decredvoting.com,mainnet,2021-02-01,2026-02-01 01:33:07,[3],1,False,89,9365,61,2,1.4.0,1050314,0.00216545
stakey.net,mainnet,2020-10-22,2026-02-01 01:33:08,[3],1,False,149,36786,284,5,1.4.0,1050314,0.0036253042000000003
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-02-01 01:33:08,[3],0.6900000000000001,False,451,399225,907,1065,1.4.0+d190a83b6,1839804,0.08813758000000001
teststakepool.decred.org,testnet,2020-06-01,2026-02-01 01:33:07,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1839804,0
ultravsp.uk,mainnet,2020-12-01,2026-02-01 01:33:08,[3],0.30000000000000004,False,261,20689,134,4,1.4.0+d190a83b6,1050314,0.006350365
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-02-01 01:33:08,[3],0.18,False,833,32012,208,3,1.4.0+d190a83b6,1050314,0.02026764
vsp.dcr.farm,mainnet,2020-12-09,2026-02-01 01:33:08,[3],0.5,False,308,17464,101,2,1.4.0,1050314,0.0074939174
vsp.decredcommunity.org,mainnet,2020-11-05,2026-02-01 01:33:08,[3],0.49,False,504,23451,148,41,1.4.0+d190a83b6,1050314,0.012262774
vsp.stakeminer.com,mainnet,2020-11-09,2026-02-01 01:33:07,[3],1,False,323,36568,243,0,1.4.0+d190a83b6,1050314,0.007858881
vspd.bass.cf,mainnet,2022-05-01,2026-02-01 01:33:08,[3],0.16,False,224,30235,180,80,1.4.0,1050314,0.0054501216
