id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-02-08 01:31:08,[3],0.088,False,1643,20602,120,9,1.4.0,1052321,0.040630102
dcr.cerebro.host,mainnet,2024-09-09,2026-02-08 01:31:08,[3],0.888,False,22,28,0,3,1.4.0+d190a83b6,1052321,0.00054404273
dcrhive.com,mainnet,2022-06-23,2026-02-08 01:31:08,[3],1,False,260,30530,229,2,1.4.0+d190a83b6,1052321,0.006429596
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-02-08 01:31:08,[3],0.9500000000000001,False,96,15060,101,320,1.4.0+d190a83b6,1052321,0.0023740046
decred.stake.fun,mainnet,2021-01-28,2026-02-08 01:31:08,[3],0.5,False,843,32865,197,105,1.4.0,1052321,0.020846728000000002
decredvoting.com,mainnet,2021-02-01,2026-02-08 01:31:08,[3],1,False,70,9391,61,2,1.4.0,1052321,0.0017310451
stakey.net,mainnet,2020-10-22,2026-02-08 01:31:08,[3],1,False,152,36812,284,5,1.4.0,1052321,0.0037588407
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-02-08 01:31:08,[3],0.6900000000000001,False,457,401440,914,1065,1.4.0+d190a83b6,1844841,0.08934506
teststakepool.decred.org,testnet,2020-06-01,2026-02-08 01:31:08,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1844840,0
ultravsp.uk,mainnet,2020-12-01,2026-02-08 01:31:08,[3],0.30000000000000004,False,280,20756,134,4,1.4.0+d190a83b6,1052321,0.0069241803
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-02-08 01:31:08,[3],0.18,False,765,32213,209,3,1.4.0+d190a83b6,1052321,0.01891785
vsp.dcr.farm,mainnet,2020-12-09,2026-02-08 01:31:08,[3],0.5,False,255,17528,101,2,1.4.0,1052321,0.0063059498
vsp.decredcommunity.org,mainnet,2020-11-05,2026-02-08 01:31:09,[3],0.49,False,453,23574,148,41,1.4.0+d190a83b6,1052321,0.011202334000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-02-08 01:31:08,[3],1,False,386,36632,243,0,1.4.0+d190a83b6,1052321,0.009545477
vspd.bass.cf,mainnet,2022-05-01,2026-02-08 01:31:08,[3],0.16,False,195,30289,180,80,1.4.0,1052321,0.004822197
