id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-02-24 01:30:31,[3],0.088,False,1443,21452,124,9,1.4.0,1056963,0.035603255
dcr.cerebro.host,mainnet,2024-09-09,2026-02-24 01:30:32,[3],0.888,False,24,40,0,3,1.4.0+d190a83b6,1056963,0.000592154
dcrhive.com,mainnet,2022-06-23,2026-02-24 01:30:32,[3],1,False,242,30681,229,2,1.4.0+d190a83b6,1056964,0.005971475
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-02-24 01:30:31,[3],0.9500000000000001,False,78,15103,102,320,1.4.0+d190a83b6,1056964,0.0019246903
decred.stake.fun,mainnet,2021-01-28,2026-02-24 01:30:32,[3],0.5,False,891,33366,198,105,1.4.0,1056964,0.021985885
decredvoting.com,mainnet,2021-02-01,2026-02-24 01:30:31,[3],1,False,89,9435,65,2,1.4.0,1056963,0.0021959043
stakey.net,mainnet,2020-10-22,2026-02-24 01:30:32,[3],1,False,120,36884,285,5,1.4.0,1056963,0.0029607697
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-02-24 01:30:32,[3],0.6900000000000001,False,447,406583,928,1065,1.4.0+d190a83b6,1856358,0.08747554
teststakepool.decred.org,testnet,2020-06-01,2026-02-24 01:30:31,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1856358,0
ultravsp.uk,mainnet,2020-12-01,2026-02-24 01:30:32,[3],0.30000000000000004,False,299,20905,134,4,1.4.0+d190a83b6,1056964,0.0073779793
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-02-24 01:30:32,[3],0.18,False,747,32683,210,3,1.4.0+d190a83b6,1056963,0.018430792
vsp.dcr.farm,mainnet,2020-12-09,2026-02-24 01:30:32,[3],0.5,False,180,17652,102,2,1.4.0,1056964,0.004441593000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2026-02-24 01:30:32,[3],0.49,False,447,23853,148,41,1.4.0+d190a83b6,1056963,0.011028867000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-02-24 01:30:31,[3],1,False,508,36883,245,0,1.4.0+d190a83b6,1056964,0.012535162
vspd.bass.cf,mainnet,2022-05-01,2026-02-24 01:30:32,[3],0.16,False,134,30383,182,80,1.4.0,1056963,0.0033061930000000002
