baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-12-11 01:53:00.030
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-12-11 01:52:56.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-12-11 01:53:00.018
dcr,ltc,20800000,0,0.0,0,20800000,20800000,0.0,2023-12-11 01:53:00.024
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-12-11 01:53:00.024
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-12-11 01:53:00.021
doge,btc,0,0,0.0,0,0,0,0.0,2023-12-11 01:53:00.027
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-12-11 01:52:56.023
dcr,btc,34800,0,0.020527859237536656,560,35500,34000,8999.478275532809,2023-12-11 01:53:00.192
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-12-11 01:53:00.027
