baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-12-21 01:49:42.012
doge,btc,0,0,0,0,0,0,0.0,2023-12-21 01:49:42.015
zec,btc,125300,0,0,0,125300,125300,0.0,2023-12-21 01:49:44.011
dcr,btc,35500,0,0,0,35500,35500,0.0,2023-12-21 01:49:40.026
eth,btc,699000,0,0,0,699000,699000,0.0,2023-12-21 01:49:47.023
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-12-21 01:49:47.019
dgb,btc,28,0,0,0,28,28,0.0,2023-12-21 01:49:42.022
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-12-21 01:49:44.018
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-12-21 01:49:47.009
dcr,ltc,20800000,0,0,0,20800000,20800000,0.0,2023-12-21 01:49:47.023
