baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-12-20 01:30:38.014
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-12-20 01:30:38.024
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-12-20 01:30:36.012
doge,btc,0,0,0.0,0,0,0,0.0,2023-12-20 01:30:36.015
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-12-20 01:30:40.013
dcr,btc,35500,0,0.0056657223796034,280,35800,35300,4079.199045638472,2023-12-20 01:30:40.016
dgb,btc,28,0,0.0,0,28,28,0.0,2023-12-20 01:30:36.018
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-12-20 01:30:40.019
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-12-20 01:30:38.012
dcr,ltc,20800000,0,0.0,0,20800000,20800000,0.0,2023-12-20 01:30:38.020
