baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-12-06 01:52:42.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-12-06 01:52:42.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-12-06 01:52:40.022
dcr,btc,35200,0,0.011494252873563218,240,35200,32700,3455.39297063148,2023-12-06 01:52:40.025
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-12-06 01:52:41.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-12-06 01:52:41.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-12-06 01:52:42.022
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-12-06 01:52:40.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-12-06 01:52:41.019
dcr,ltc,20800000,0,0.0,0,20800000,20800000,0.0,2023-12-06 01:52:41.022
