baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-12-29 01:37:48.025
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-12-29 01:37:52.014
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-12-29 01:37:47.019
dcr,ltc,20800000,0,0.0,0,20800000,20800000,0.0,2023-12-29 01:37:47.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-12-29 01:37:48.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-12-29 01:37:48.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-12-29 01:37:52.011
dcr,btc,48200,0,0.02553191489361702,360,49100,42100,7435.766127569401,2023-12-29 01:37:50.009
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-12-29 01:37:47.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-12-29 01:37:47.022
