baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,btc,48200,0,0,120,48200,48200,2206.87274101224,2023-12-30 01:43:50.183
eth,btc,699000,0,0,0,699000,699000,0.0,2023-12-30 01:43:52.021
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-12-30 01:43:52.027
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-12-30 01:43:48.010
doge,btc,0,0,0,0,0,0,0.0,2023-12-30 01:43:48.013
zec,btc,125300,0,0,0,125300,125300,0.0,2023-12-30 01:43:52.027
dcr,ltc,20800000,0,0,0,20800000,20800000,0.0,2023-12-30 01:43:52.024
dgb,btc,28,0,0,0,28,28,0.0,2023-12-30 01:43:48.016
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-12-30 01:43:52.030
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-12-30 01:43:52.018
