baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-12-13 01:52:40.021
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-12-13 01:52:41.012
dcr,ltc,20800000,0,0,0,20800000,20800000,0.0,2023-12-13 01:52:41.017
dgb,btc,28,0,0,0,28,28,0.0,2023-12-13 01:52:42.017
doge,btc,0,0,0,0,0,0,0.0,2023-12-13 01:52:42.014
zec,btc,125300,0,0,0,125300,125300,0.0,2023-12-13 01:52:40.015
dcr,btc,34800,0,0,0,34800,34800,0.0,2023-12-13 01:52:40.018
eth,btc,699000,0,0,0,699000,699000,0.0,2023-12-13 01:52:41.020
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-12-13 01:52:41.015
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-12-13 01:52:42.011
