side,qty,rate,time
2,18.0,260600,2023-10-23 01:26:57.706
2,12.0,238900,2023-10-23 01:26:57.490
2,6.0,225900,2023-10-23 01:26:50.444
2,6.0,225000,2023-10-23 01:26:50.203
2,6.0,224100,2023-10-23 01:26:49.970
2,6.0,223300,2023-10-23 01:26:49.749
2,6.0,222400,2023-10-23 01:26:49.538
2,6.0,221500,2023-10-23 01:26:49.331
2,6.0,220700,2023-10-23 01:26:48.932
2,6.0,219800,2023-10-23 01:41:12.467
1,6.0,213700,2023-10-23 01:26:50.919
1,6.0,212900,2023-10-23 01:26:51.172
1,6.0,212000,2023-10-23 01:26:51.418
1,6.0,211100,2023-10-23 01:26:51.679
1,6.0,210300,2023-10-23 01:26:51.908
1,6.0,209400,2023-10-23 01:26:52.195
1,6.0,208500,2023-10-23 01:26:52.405
1,12.0,195500,2023-10-23 01:26:54.031
1,18.0,173800,2023-10-23 01:26:54.232
