side,qty,rate,time
2,18.0,238900,2023-10-25 23:04:26.623
2,12.0,219000,2023-10-25 23:04:26.357
2,6.0,207100,2023-10-25 23:04:18.704
2,6.0,206300,2023-10-25 23:04:18.497
2,6.0,205500,2023-10-25 23:04:18.276
2,6.0,204700,2023-10-25 23:04:18.072
2,6.0,203900,2023-10-25 23:04:17.867
2,6.0,203100,2023-10-25 23:04:17.646
2,6.0,202300,2023-10-25 23:04:17.422
2,6.0,201500,2023-10-26 01:40:48.912
1,6.0,195900,2023-10-25 23:04:18.943
1,6.0,195100,2023-10-25 23:04:19.155
1,6.0,194300,2023-10-25 23:04:19.367
1,6.0,193500,2023-10-25 23:04:19.588
1,6.0,192700,2023-10-25 23:04:19.808
1,6.0,191900,2023-10-25 23:04:20.027
1,6.0,191100,2023-10-25 23:04:20.246
1,12.0,179200,2023-10-25 23:04:21.978
1,18.0,159300,2023-10-25 23:04:22.217
