side,qty,rate,time
2,0.1,291898746570,2026-03-21 01:29:20.125
2,0.1,289250030480,2026-03-21 01:29:19.839
2,0.1,286601314390,2026-03-21 01:29:19.560
2,0.1,283952598300,2026-03-21 01:29:19.283
2,0.1,281303882210,2026-03-21 01:29:19.013
2,0.1,278655166120,2026-03-21 01:29:18.754
1,0.1,251088051900,2026-03-21 01:29:17.053
1,0.1,248439335810,2026-03-21 01:29:17.316
1,0.1,245790619720,2026-03-21 01:29:17.577
1,0.1,243141903630,2026-03-21 01:29:17.855
1,0.1,240493187540,2026-03-21 01:29:18.118
1,0.1,237844471450,2026-03-21 01:29:18.393
