rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.8.0/,59
2,/dcrwire:1.0.0/dcrd:1.8.1/,24
3,/dcrwire:0.3.0/dcrd:1.4.0/,2
4,/dcrwire:1.0.0/dcrd:1.7.1/,2
5,/dcrwire:0.4.0/dcrd:1.6.0/,1
6,/dcrwire:0.4.0/dcrd:1.5.1/,1
7,/dcrwire:0.4.0/dcrd:1.6.0(rc4)/,1
