side,qty,rate,time
2,0.2,17738440,2025-09-08 00:19:38.366
2,0.2,17656070,2025-09-08 00:19:38.150
2,0.2,17573700,2025-09-08 00:19:37.891
2,0.2,17491320,2025-09-08 00:19:37.651
2,0.2,17408950,2025-09-08 00:19:37.416
2,0.2,17326580,2025-09-08 00:19:37.165
2,0.2,17244210,2025-09-08 00:19:36.949
2,0.2,17161830,2025-09-08 00:19:36.713
2,0.2,17079460,2025-09-08 00:19:36.489
2,0.2,16997090,2025-09-08 00:19:36.272
2,0.2,16914710,2025-09-08 00:19:36.033
2,0.2,16832340,2025-09-08 00:19:35.773
2,0.2,16749970,2025-09-08 00:19:35.552
2,0.2,16667590,2025-09-08 00:19:35.339
1,0.2,16281650,2025-09-08 00:19:31.833
1,0.2,16199270,2025-09-08 00:19:32.080
1,0.2,16116900,2025-09-08 00:19:32.332
1,0.2,16034530,2025-09-08 00:19:32.540
1,0.2,15952150,2025-09-08 00:19:32.801
1,0.2,15869780,2025-09-08 00:19:33.068
1,0.2,15787410,2025-09-08 00:19:33.291
1,0.2,15705030,2025-09-08 00:19:33.549
1,0.2,15622660,2025-09-08 00:19:33.782
1,0.2,15540290,2025-09-08 00:19:34.006
1,0.2,15457920,2025-09-08 00:19:34.257
1,0.2,15375540,2025-09-08 00:19:34.506
1,0.2,15293170,2025-09-08 00:19:34.745
1,0.2,15210800,2025-09-08 00:19:34.956
