side,qty,rate,time
2,6.0,17895570,2025-08-28 00:44:54.254
2,6.0,17730040,2025-08-28 00:44:53.420
2,6.0,17564500,2025-08-28 00:44:52.588
2,6.0,17398960,2025-08-28 00:44:51.725
2,6.0,17233420,2025-08-28 00:44:50.895
2,0.3,17221750,2025-08-28 00:40:48.766
2,0.2,17056810,2025-08-28 00:40:47.999
2,0.1,16891870,2025-08-28 00:40:47.171
2,0.1,16726920,2025-08-28 00:40:46.370
1,0.1,16338190,2025-08-27 19:32:16.529
1,0.1,16172460,2025-08-27 19:32:16.836
1,0.2,16006740,2025-08-27 19:32:17.231
1,6.0,15874120,2025-08-28 00:44:46.469
1,0.3,15841020,2025-08-27 19:32:17.532
1,6.0,15708580,2025-08-28 00:44:47.353
1,6.0,15543040,2025-08-28 00:44:48.411
1,6.0,15377500,2025-08-28 00:44:49.260
1,6.0,15211970,2025-08-28 00:44:50.059
