rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.7.1/,44
2,/dcrwire:1.0.0/dcrd:1.7.2/,33
3,/dcrwire:1.0.0/dcrd:1.7.4/,16
4,/dcrwire:1.0.0/dcrd:1.7.0/,14
5,/dcrwire:1.0.0/dcrd:1.7.5/,9
6,/dcrwire:0.4.0/dcrd:1.6.0(pre)/,4
7,/dcrwire:0.4.0/dcrd:1.6.1/,3
8,/dcrwire:1.0.0/dcrd:1.8.0(pre)/,2
9,/dcrwire:0.4.0/dcrd:1.6.0/,2
10,/dcrwire:0.4.0/dcrd:1.6.2/,2
11,/dcrwire:0.4.0/dcrd:1.6.0(rc4)/,1
12,/dcrwire:0.3.0/dcrd:1.4.0/,1
13,/dcrwire:0.4.0/dcrd:1.5.1/,1
