rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.7.1/,38
2,/dcrwire:1.0.0/dcrd:1.7.2/,33
3,/dcrwire:1.0.0/dcrd:1.7.4/,18
4,/dcrwire:1.0.0/dcrd:1.7.0/,11
5,/dcrwire:0.4.0/dcrd:1.6.0(pre)/,4
6,/dcrwire:0.4.0/dcrd:1.6.1/,3
7,/dcrwire:0.4.0/dcrd:1.5.1/,2
8,/dcrwire:0.4.0/dcrd:1.6.0/,1
9,/dcrwire:0.4.0/dcrd:1.6.0(rc4)/,1
10,/dcrwire:0.3.0/dcrd:1.4.0/,1
11,/dcrwire:1.0.0/dcrd:1.8.0(pre)/,1
12,/dcrwire:0.4.0/dcrd:1.6.2/,1
