baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,date
ltc,btc,312100,0,0.0,0,312100,312100,2023-05-01 02:02:56.136
dcr,btc,63800,0,-0.022970903522205207,144000000000,65300,62400,2023-05-01 02:02:50.315
doge,btc,0,0,0.0,0,0,0,2023-05-01 02:02:54.023
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,2023-05-01 02:02:54.020
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,2023-05-01 02:02:55.026
dcr,ltc,20889000,0,0.0,0,20889000,20889000,2023-05-01 02:02:55.023
eth,btc,699000,0,0.0,0,699000,699000,2023-05-01 02:02:55.026
