baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-05-25 02:02:09.027
doge,btc,0,0,0.0,0,0,0,0.0,2023-05-25 02:02:06.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-05-25 02:02:06.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-05-25 02:02:06.019
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-05-25 02:02:08.028
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-05-25 02:02:09.021
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-05-25 02:02:09.027
dcr,ltc,19824000,0,0.0,0,19824000,19824000,0.0,2023-05-25 02:02:09.024
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-05-25 02:02:08.025
dcr,btc,62000,0,0.003236245954692557,960,67000,61100,15794.091908960449,2023-05-25 02:02:00.022
