baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-05-18 07:29:18.013
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-05-18 07:29:17.017
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-05-18 07:29:20.025
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-05-18 07:29:20.022
dcr,btc,63900,0,0.009478672985781991,680,65100,62700,11946.867845161916,2023-05-18 07:29:20.025
doge,btc,0,0,0.0,0,0,0,0.0,2023-05-18 07:29:18.016
dgb,btc,28,0,0.0,0,28,28,0.0,2023-05-18 07:29:18.019
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-05-18 07:29:17.009
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-05-18 07:29:17.019
dcr,ltc,20156000,0,0.0,0,20156000,20156000,0.0,2023-05-18 07:29:17.020
