baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
doge,btc,0,0,0,0,0,0,0.0,2023-05-31 02:22:48.025
zec,btc,125300,0,0,0,125300,125300,0.0,2023-05-31 02:22:48.019
eth,btc,699000,0,0,0,699000,699000,0.0,2023-05-31 02:22:47.027
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-05-31 02:22:47.024
dcr,btc,58900,0,0,0,58900,58900,0.0,2023-05-31 02:22:40.022
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-05-31 02:22:48.016
ltc,btc,312100,0,0,0,312100,312100,0.0,2023-05-31 02:22:48.031
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-05-31 02:22:47.030
dcr,ltc,19824000,0,0,0,19824000,19824000,0.0,2023-05-31 02:22:47.027
dgb,btc,28,0,0,0,28,28,0.0,2023-05-31 02:22:48.028
