date,1.4.0,1.5.1,1.6.0,1.6.0 dev builds,1.6.0 rc4,1.6.1,1.6.2,1.7.0,1.7.1,1.7.2,1.7.4,1.7.5,1.7.7,1.8.0,1.8.0 dev builds,1.8.1,1.9.0 dev builds
2023-07-07,2,1,1,0,1,1,1,4,7,5,1,0,7,131,1,0,2
2023-07-07,2,1,1,0,1,1,1,4,7,5,1,0,7,131,1,0,2
2023-07-08,2,1,1,0,1,1,1,4,8,5,1,0,6,128,1,0,2
2023-07-08,2,1,1,0,1,1,1,4,8,5,1,0,6,128,1,0,2
2023-07-09,2,1,1,0,1,1,2,4,8,5,1,0,7,134,1,0,2
2023-07-09,2,1,1,0,1,1,2,4,8,5,1,0,7,134,1,0,2
2023-07-10,2,1,1,0,1,1,1,4,8,5,1,0,7,133,1,0,2
2023-07-10,2,1,1,0,1,1,1,4,8,5,1,0,7,133,1,0,2
2023-07-11,2,1,1,0,1,1,2,4,8,5,1,0,3,134,1,0,2
2023-07-11,2,1,1,0,1,1,2,4,8,5,1,0,3,134,1,0,2
2023-07-12,2,1,1,0,1,1,2,4,7,5,1,0,0,136,1,0,2
2023-07-12,2,1,1,0,1,1,2,4,7,5,1,0,0,136,1,0,2
2023-07-13,2,1,1,0,1,1,1,4,8,3,1,0,0,138,1,0,2
2023-07-13,2,1,1,0,1,1,1,4,8,3,1,0,0,138,1,0,2
2023-07-14,2,1,1,0,1,1,3,4,8,3,1,0,0,139,1,0,2
2023-07-14,2,1,1,0,1,1,3,4,8,3,1,0,0,139,1,0,2
2023-07-15,2,1,1,0,1,0,2,4,9,3,1,0,0,137,1,0,2
2023-07-15,2,1,1,0,1,0,2,4,9,3,1,0,0,137,1,0,2
2023-07-16,2,1,1,0,1,1,1,4,8,3,1,0,0,139,1,0,2
2023-07-16,2,1,1,0,1,1,1,4,8,3,1,0,0,139,1,0,2
2023-07-17,2,1,1,0,1,1,1,4,8,3,1,0,0,140,1,0,2
2023-07-17,2,1,1,0,1,1,1,4,8,3,1,0,0,140,1,0,2
2023-07-18,2,1,1,0,1,1,1,4,8,3,1,0,0,138,1,0,2
2023-07-18,2,1,1,0,1,1,1,4,8,3,1,0,0,138,1,0,2
2023-07-19,2,1,1,0,1,1,3,4,9,3,1,0,0,138,1,0,2
2023-07-19,2,1,1,0,1,1,3,4,9,3,1,0,0,138,1,0,2
2023-07-20,2,1,1,0,1,1,3,4,8,3,1,0,0,137,1,0,2
2023-07-20,2,1,1,0,1,1,3,4,8,3,1,0,0,137,1,0,2
2023-07-21,2,1,1,0,1,1,1,4,8,3,1,0,0,137,1,0,2
2023-07-21,2,1,1,0,1,1,1,4,8,3,1,0,0,137,1,0,2
2023-07-22,2,1,1,0,1,1,1,4,9,3,1,0,0,137,1,0,2
2023-07-22,2,1,1,0,1,1,1,4,9,3,1,0,0,137,1,0,2
2023-07-23,2,1,1,0,1,1,2,4,9,3,1,0,0,137,1,0,2
2023-07-23,2,1,1,0,1,1,2,4,9,3,1,0,0,137,1,0,2
2023-07-24,2,1,1,0,1,1,2,4,9,3,1,0,0,136,1,0,2
2023-07-24,2,1,1,0,1,1,2,4,9,3,1,0,0,136,1,0,2
2023-07-25,2,1,1,0,1,1,1,4,9,4,1,0,0,137,1,0,2
2023-07-25,2,1,1,0,1,1,1,4,9,4,1,0,0,137,1,0,2
2023-07-26,2,1,1,0,1,1,1,4,8,4,1,0,0,137,1,0,2
2023-07-26,2,1,1,0,1,1,1,4,8,4,1,0,0,137,1,0,2
2023-07-27,2,1,1,0,1,1,1,4,9,4,1,0,0,138,1,0,2
2023-07-27,2,1,1,0,1,1,1,4,9,4,1,0,0,138,1,0,2
2023-07-28,2,1,1,0,1,0,2,4,9,4,1,0,0,138,1,0,2
2023-07-28,2,1,1,0,1,0,2,4,9,4,1,0,0,138,1,0,2
2023-07-29,2,1,1,0,1,1,2,4,8,4,1,0,0,135,1,0,2
2023-07-29,2,1,1,0,1,1,2,4,8,4,1,0,0,135,1,0,2
2023-07-30,2,1,1,0,1,1,3,4,9,4,1,0,0,136,1,0,2
2023-07-30,2,1,1,0,1,1,3,4,9,4,1,0,0,136,1,0,2
2023-07-31,2,1,1,0,1,1,1,4,9,4,1,0,0,136,1,0,2
2023-07-31,2,1,1,0,1,1,1,4,9,4,1,0,0,136,1,0,2
2023-08-01,2,1,1,0,1,0,1,4,9,4,1,0,0,137,1,0,2
2023-08-01,2,1,1,0,1,0,1,4,9,4,1,0,0,137,1,0,2
2023-08-02,2,1,1,0,1,1,2,4,9,2,1,0,0,137,1,0,2
2023-08-02,2,1,1,0,1,1,2,4,9,2,1,0,0,137,1,0,2
2023-08-03,2,1,1,0,1,1,2,4,9,2,1,0,0,136,1,0,2
2023-08-03,2,1,1,0,1,1,2,4,9,2,1,0,0,136,1,0,2
2023-08-04,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-04,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-04,2,1,1,0,1,1,1,4,8,2,1,0,0,134,1,0,2
2023-08-04,2,1,1,0,1,1,1,4,8,2,1,0,0,134,1,0,2
2023-08-05,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-05,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-06,2,1,1,0,1,1,1,4,8,2,1,0,0,135,1,0,2
2023-08-06,2,1,1,0,1,1,1,4,8,2,1,0,0,135,1,0,2
2023-08-07,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-07,2,1,1,0,1,1,1,4,9,2,1,0,0,135,1,0,2
2023-08-08,2,1,1,0,1,1,1,4,8,2,1,0,0,132,1,0,2
2023-08-08,2,1,1,0,1,1,1,4,8,2,1,0,0,132,1,0,2
2023-08-09,2,1,1,0,1,1,1,4,8,2,1,0,0,132,1,0,2
2023-08-09,2,1,1,0,1,1,1,4,8,2,1,0,0,132,1,0,2
2023-08-10,2,1,1,0,1,1,0,4,7,2,1,0,0,138,1,0,2
2023-08-10,2,1,1,0,1,1,0,4,7,2,1,0,0,138,1,0,2
2023-08-11,2,1,1,0,1,1,2,4,8,2,1,0,0,138,1,0,2
2023-08-11,2,1,1,0,1,1,2,4,8,2,1,0,0,138,1,0,2
2023-08-12,2,1,1,0,1,1,0,3,8,2,1,0,0,136,1,0,2
2023-08-12,2,1,1,0,1,1,0,3,8,2,1,0,0,136,1,0,2
2023-08-13,2,1,1,0,1,1,1,3,8,2,1,0,0,135,1,0,2
2023-08-13,2,1,1,0,1,1,1,3,8,2,1,0,0,135,1,0,2
2023-08-14,2,1,1,0,1,1,0,3,8,2,1,0,0,139,1,0,2
2023-08-14,2,1,1,0,1,1,0,3,8,2,1,0,0,139,1,0,2
2023-08-15,2,1,1,0,1,1,1,3,8,2,1,0,0,139,3,0,2
2023-08-15,2,1,1,0,1,1,1,3,8,2,1,0,0,139,3,0,2
2023-08-16,2,1,1,0,1,1,2,3,8,2,1,0,0,136,3,0,2
2023-08-16,2,1,1,0,1,1,2,3,8,2,1,0,0,136,3,0,2
2023-08-17,2,1,1,0,1,1,1,0,7,2,1,0,0,138,3,0,2
2023-08-17,2,1,1,0,1,1,1,0,7,2,1,0,0,138,3,0,2
2023-08-18,2,1,1,0,1,1,0,0,7,2,1,0,0,142,3,0,2
2023-08-18,2,1,1,0,1,1,0,0,7,2,1,0,0,142,3,0,2
2023-08-19,2,1,1,0,1,1,0,0,8,2,1,0,0,144,3,0,2
2023-08-19,2,1,1,0,1,1,0,0,8,2,1,0,0,144,3,0,2
2023-08-20,2,1,1,0,1,1,0,0,6,2,1,0,0,143,3,0,2
2023-08-20,2,1,1,0,1,1,0,0,6,2,1,0,0,143,3,0,2
2023-08-21,2,1,1,0,1,1,0,0,6,2,1,0,0,142,3,0,2
2023-08-21,2,1,1,0,1,1,0,0,6,2,1,0,0,142,3,0,2
2023-08-22,2,1,1,0,1,1,1,0,6,2,1,0,0,142,3,0,2
2023-08-22,2,1,1,0,1,1,1,0,6,2,1,0,0,142,3,0,2
2023-08-23,2,1,1,0,1,1,1,0,6,1,1,0,0,143,3,0,2
2023-08-23,2,1,1,0,1,1,1,0,6,1,1,0,0,143,3,0,2
2023-08-24,2,1,1,0,1,1,0,0,6,1,1,0,0,144,3,0,2
2023-08-24,2,1,1,0,1,1,0,0,6,1,1,0,0,144,3,0,2
2023-08-25,2,1,1,0,1,1,0,0,8,1,1,0,0,143,3,0,2
2023-08-25,2,1,1,0,1,1,0,0,8,1,1,0,0,143,3,0,2
2023-08-26,2,1,1,0,1,1,1,0,8,1,1,0,0,142,3,0,2
2023-08-26,2,1,1,0,1,1,1,0,8,1,1,0,0,142,3,0,2
2023-08-27,2,1,1,0,1,1,2,0,8,1,1,0,0,144,3,0,2
2023-08-27,2,1,1,0,1,1,2,0,8,1,1,0,0,144,3,0,2
2023-08-28,2,1,1,0,1,1,1,0,8,1,1,0,0,142,3,0,2
2023-08-28,2,1,1,0,1,1,1,0,8,1,1,0,0,142,3,0,2
2023-08-29,2,1,1,0,1,1,1,0,8,1,1,0,0,144,3,0,2
2023-08-29,2,1,1,0,1,1,1,0,8,1,1,0,0,144,3,0,2
2023-08-30,2,1,1,0,1,0,2,0,7,1,1,0,0,139,3,0,2
2023-08-30,2,1,1,0,1,0,2,0,7,1,1,0,0,139,3,0,2
2023-08-31,2,1,1,0,1,1,0,0,7,1,1,0,0,139,3,0,2
2023-08-31,2,1,1,0,1,1,0,0,7,1,1,0,0,139,3,0,2
2023-09-01,2,1,1,0,1,1,0,0,6,1,1,0,0,138,3,0,2
2023-09-01,2,1,1,0,1,1,0,0,6,1,1,0,0,138,3,0,2
2023-09-02,2,1,1,0,0,1,0,0,5,1,1,0,0,137,3,0,4
2023-09-02,2,1,1,0,0,1,0,0,5,1,1,0,0,137,3,0,4
2023-09-03,2,1,1,0,1,1,0,0,5,1,1,0,0,139,3,0,4
2023-09-03,2,1,1,0,1,1,0,0,5,1,1,0,0,139,3,0,4
2023-09-04,2,1,1,0,1,1,0,0,4,1,1,0,0,135,3,0,4
2023-09-04,2,1,1,0,1,1,0,0,4,1,1,0,0,135,3,0,4
2023-09-05,2,1,1,0,1,1,0,0,5,1,1,0,0,132,1,0,4
2023-09-05,2,1,1,0,1,1,0,0,5,1,1,0,0,132,1,0,4
2023-09-06,2,0,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-06,2,0,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-07,1,1,1,0,1,1,0,0,5,1,1,0,0,134,1,0,4
2023-09-07,1,1,1,0,1,1,0,0,5,1,1,0,0,134,1,0,4
2023-09-08,1,1,1,0,1,0,0,0,5,1,1,0,0,133,1,0,4
2023-09-08,1,1,1,0,1,0,0,0,5,1,1,0,0,133,1,0,4
2023-09-09,2,1,1,0,1,1,0,0,5,1,1,0,0,132,1,0,4
2023-09-09,2,1,1,0,1,1,0,0,5,1,1,0,0,132,1,0,4
2023-09-10,2,1,1,0,1,1,0,0,3,1,1,0,0,134,1,0,4
2023-09-10,2,1,1,0,1,1,0,0,3,1,1,0,0,134,1,0,4
2023-09-11,2,1,1,0,1,1,0,0,3,1,1,0,0,140,1,0,4
2023-09-11,2,1,1,0,1,1,0,0,3,1,1,0,0,140,1,0,4
2023-09-12,2,1,1,0,1,1,0,0,3,1,1,0,0,141,1,0,4
2023-09-12,2,1,1,0,1,1,0,0,3,1,1,0,0,141,1,0,4
2023-09-13,2,1,1,0,1,1,0,0,3,1,1,0,0,142,1,0,4
2023-09-13,2,1,1,0,1,1,0,0,3,1,1,0,0,142,1,0,4
2023-09-14,2,1,1,0,1,1,0,0,3,1,1,0,0,139,1,0,4
2023-09-14,2,1,1,0,1,1,0,0,3,1,1,0,0,139,1,0,4
2023-09-15,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-09-15,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-09-16,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-09-16,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-09-17,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-09-17,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-09-18,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-18,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-19,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-19,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-20,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-20,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-21,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-21,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-22,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-22,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-09-23,2,1,1,0,1,1,0,0,4,1,1,0,0,132,1,0,4
2023-09-23,2,1,1,0,1,1,0,0,4,1,1,0,0,132,1,0,4
2023-09-24,2,1,1,0,1,1,0,0,4,1,1,0,0,132,1,0,4
2023-09-24,2,1,1,0,1,1,0,0,4,1,1,0,0,132,1,0,4
2023-09-25,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-25,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-09-26,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-09-26,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-09-27,2,1,1,0,1,1,0,0,4,1,1,0,0,136,1,0,4
2023-09-27,2,1,1,0,1,1,0,0,4,1,1,0,0,136,1,0,4
2023-09-28,2,1,1,0,1,1,0,0,4,1,1,0,0,138,1,0,4
2023-09-28,2,1,1,0,1,1,0,0,4,1,1,0,0,138,1,0,4
2023-09-29,2,1,1,0,1,1,0,0,4,1,1,0,0,135,1,0,4
2023-09-29,2,1,1,0,1,1,0,0,4,1,1,0,0,135,1,0,4
2023-09-30,2,1,1,0,1,1,0,0,4,1,1,0,0,135,1,0,4
2023-09-30,2,1,1,0,1,1,0,0,4,1,1,0,0,135,1,0,4
2023-10-01,2,1,1,0,1,1,0,0,4,1,1,0,0,136,1,0,4
2023-10-01,2,1,1,0,1,1,0,0,4,1,1,0,0,136,1,0,4
2023-10-02,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-10-02,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-10-03,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-10-03,2,1,1,0,1,1,0,0,4,1,1,0,0,134,1,0,4
2023-10-04,2,1,1,0,1,0,0,0,4,1,1,0,0,130,1,0,4
2023-10-04,2,1,1,0,1,0,0,0,4,1,1,0,0,130,1,0,4
2023-10-05,2,1,1,0,1,0,0,0,4,1,1,0,0,133,1,0,4
2023-10-05,2,1,1,0,1,0,0,0,4,1,1,0,0,133,1,0,4
2023-10-06,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-10-06,2,1,1,0,1,1,0,0,4,1,1,0,0,130,1,0,4
2023-10-07,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-10-07,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-10-08,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-10-08,2,1,1,0,1,1,0,0,4,1,1,0,0,133,1,0,4
2023-10-09,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-10-09,2,1,1,0,1,1,0,0,4,1,1,0,0,131,1,0,4
2023-10-10,2,1,1,0,1,1,0,0,4,1,0,0,0,129,1,2,4
2023-10-10,2,1,1,0,1,1,0,0,4,1,0,0,0,129,1,2,4
2023-10-11,2,1,1,0,1,1,0,0,4,1,0,0,0,129,1,3,4
2023-10-11,2,1,1,0,1,1,0,0,4,1,0,0,0,129,1,3,4
2023-10-12,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,3,4
2023-10-12,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,3,4
2023-10-13,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,4,4
2023-10-13,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,4,4
2023-10-14,2,1,1,0,1,1,0,0,4,1,0,0,0,126,1,5,4
2023-10-14,2,1,1,0,1,1,0,0,4,1,0,0,0,126,1,5,4
2023-10-15,2,1,1,0,1,1,0,0,4,1,0,0,0,130,1,5,4
2023-10-15,2,1,1,0,1,1,0,0,4,1,0,0,0,130,1,5,4
2023-10-16,1,1,1,0,1,1,0,0,4,1,0,0,0,129,1,5,4
2023-10-16,1,1,1,0,1,1,0,0,4,1,0,0,0,129,1,5,4
2023-10-17,2,1,1,0,1,1,0,0,4,1,0,0,0,122,1,7,4
2023-10-17,2,1,1,0,1,1,0,0,4,1,0,0,0,122,1,7,4
2023-10-18,2,1,1,0,1,1,0,0,4,1,0,0,0,126,1,7,4
2023-10-18,2,1,1,0,1,1,0,0,4,1,0,0,0,126,1,7,4
2023-10-19,2,1,1,0,1,1,0,0,4,1,0,0,0,124,1,7,4
2023-10-19,2,1,1,0,1,1,0,0,4,1,0,0,0,124,1,7,4
2023-10-20,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,7,4
2023-10-20,2,1,1,0,1,1,0,0,4,1,0,0,0,127,1,7,4
2023-10-21,2,1,1,0,1,1,0,0,4,1,0,0,0,124,1,9,4
2023-10-21,2,1,1,0,1,1,0,0,4,1,0,0,0,124,1,9,4
2023-10-22,2,1,1,0,1,1,0,0,4,1,0,0,0,115,1,19,4
2023-10-22,2,1,1,0,1,1,0,0,4,1,0,0,0,115,1,19,4
2023-10-23,2,1,1,0,1,1,0,0,4,1,0,0,0,115,1,19,4
2023-10-23,2,1,1,0,1,1,0,0,4,1,0,0,0,115,1,19,4
2023-10-24,2,1,1,0,1,1,0,0,4,1,0,0,0,117,1,17,4
2023-10-24,2,1,1,0,1,1,0,0,4,1,0,0,0,117,1,17,4
2023-10-25,2,1,1,0,1,0,0,0,4,1,0,0,0,116,1,18,4
2023-10-25,2,1,1,0,1,0,0,0,4,1,0,0,0,116,1,18,4
2023-10-26,2,1,1,0,1,1,0,0,2,1,0,0,0,118,1,20,4
2023-10-26,2,1,1,0,1,1,0,0,2,1,0,0,0,118,1,20,4
2023-10-27,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,20,4
2023-10-27,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,20,4
2023-10-28,2,1,1,0,1,1,0,0,2,1,0,0,0,114,1,20,4
2023-10-28,2,1,1,0,1,1,0,0,2,1,0,0,0,114,1,20,4
2023-10-29,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,20,4
2023-10-29,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,20,4
2023-10-30,2,1,1,0,1,0,0,0,2,1,0,0,0,117,1,20,4
2023-10-30,2,1,1,0,1,0,0,0,2,1,0,0,0,117,1,20,4
2023-10-31,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,22,4
2023-10-31,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,22,4
2023-11-01,2,1,1,0,1,0,0,0,2,1,0,0,0,119,1,23,4
2023-11-01,2,1,1,0,1,0,0,0,2,1,0,0,0,119,1,23,4
2023-11-02,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,26,5
2023-11-02,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,26,5
2023-11-03,2,1,1,0,1,1,0,0,2,1,0,0,0,118,1,25,5
2023-11-03,2,1,1,0,1,1,0,0,2,1,0,0,0,118,1,25,5
2023-11-04,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,24,5
2023-11-04,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,24,5
2023-11-05,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,24,5
2023-11-05,2,1,1,0,1,1,0,0,2,1,0,0,0,117,1,24,5
2023-11-06,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,24,5
2023-11-06,2,1,1,0,1,1,0,0,2,1,0,0,0,115,1,24,5
2023-11-07,2,1,1,0,1,1,0,0,2,1,0,0,0,112,1,26,5
2023-11-07,2,1,1,0,1,1,0,0,2,1,0,0,0,112,1,26,5
2023-11-08,2,1,1,0,1,1,0,0,2,1,0,0,0,108,1,27,5
2023-11-08,2,1,1,0,1,1,0,0,2,1,0,0,0,108,1,27,5
2023-11-09,2,1,1,0,1,1,0,0,2,1,0,0,0,110,1,27,5
2023-11-09,2,1,1,0,1,1,0,0,2,1,0,0,0,110,1,27,5
2023-11-10,2,1,1,0,1,1,0,0,2,1,0,0,0,111,1,27,5
2023-11-10,2,1,1,0,1,1,0,0,2,1,0,0,0,111,1,27,5
2023-11-11,2,1,1,0,1,1,0,0,2,1,0,0,0,110,1,27,5
2023-11-11,2,1,1,0,1,1,0,0,2,1,0,0,0,110,1,27,5
