side,qty,rate,time
2,18.0,368300,2023-07-25 02:05:30.189
2,12.0,337600,2023-07-25 02:05:23.342
2,6.0,319200,2023-07-25 02:05:23.016
2,6.0,317900,2023-07-25 02:05:22.735
2,6.0,316700,2023-07-25 02:05:22.408
2,6.0,315500,2023-07-25 02:05:22.119
2,6.0,314300,2023-07-25 02:05:21.846
2,6.0,313000,2023-07-25 02:05:21.540
1,6.0,302000,2023-07-25 02:05:23.735
1,6.0,300800,2023-07-25 02:05:24.021
1,6.0,299500,2023-07-25 02:05:24.286
1,6.0,298300,2023-07-25 02:05:24.642
1,6.0,297100,2023-07-25 02:05:24.972
1,6.0,295900,2023-07-25 02:05:25.293
1,6.0,294600,2023-07-25 02:05:25.681
1,12.0,276200,2023-07-25 02:05:29.313
1,18.0,245500,2023-07-25 02:05:29.611
