side,qty,rate,time
2,18.0,373100,2023-07-10 01:23:28.936
2,12.0,342000,2023-07-10 01:23:23.083
2,6.0,323300,2023-07-10 01:23:22.819
2,6.0,322100,2023-07-10 01:23:22.553
2,6.0,320800,2023-07-10 01:23:22.271
2,6.0,319600,2023-07-10 01:23:22.010
2,6.0,318400,2023-07-10 01:23:21.766
2,6.0,317100,2023-07-10 01:23:21.515
2,6.0,315900,2023-07-10 01:42:40.609
1,6.0,304700,2023-07-10 01:23:23.632
1,6.0,303400,2023-07-10 01:23:23.843
1,6.0,302200,2023-07-10 01:23:24.056
1,6.0,301000,2023-07-10 01:23:24.266
1,6.0,299700,2023-07-10 01:23:24.482
1,6.0,298500,2023-07-10 01:23:24.698
1,12.0,279800,2023-07-10 01:23:24.919
1,18.0,248700,2023-07-10 01:23:25.136
