side,qty,rate,time
2,18.0,372100,2023-07-28 00:01:53.014
2,12.0,341100,2023-07-28 00:01:47.126
2,6.0,322500,2023-07-28 00:01:46.877
2,6.0,321300,2023-07-28 00:01:46.596
2,6.0,320000,2023-07-28 00:01:46.346
2,6.0,318800,2023-07-28 00:01:46.077
2,6.0,317500,2023-07-28 00:01:45.836
2,6.0,316300,2023-07-28 00:01:45.582
1,6.0,305100,2023-07-28 00:01:47.508
1,6.0,303900,2023-07-28 00:01:47.748
1,6.0,302700,2023-07-28 00:01:47.990
1,6.0,301400,2023-07-28 00:01:48.239
1,6.0,300200,2023-07-28 00:01:48.468
1,6.0,298900,2023-07-28 00:01:48.698
1,6.0,297700,2023-07-28 00:01:48.932
1,12.0,279100,2023-07-28 00:01:49.174
1,18.0,248100,2023-07-28 00:01:51.404
