,last_update,pub_key,alias,addresses,color,features.0.name,features.0.is_required,features.0.is_known,features.5.name,features.5.is_required,features.5.is_known,features.7.name,features.7.is_required,features.7.is_known,features.9.name,features.9.is_required,features.9.is_known,features.12.name,features.12.is_required,features.12.is_known,features.14.name,features.14.is_required,features.14.is_known,features.17.name,features.17.is_required,features.17.is_known,features.31.name,features.31.is_required,features.31.is_known,features.45.name,features.45.is_required,features.45.is_known,features.13.name,features.13.is_required,features.13.is_known,features.15.name,features.15.is_required,features.15.is_known,outCount,outCapacity,inCount,inCapacity,chCount
179,3155763620,0366033780fc72f864551f5b245a95620b2e539e54f8174023b7c4ce9b6ac3dccd,0366033780fc72f86455,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,,,,,,,,,,5.0,510000000.0,0.0,0.0,5.0
213,1687062517,03ca82a3db62af301cc3086fcec5a54822a938873e5e1d305565c72644da3df5ac,03ca82a3db62af301cc3,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,0.0,0.0,4.0,402987030.0,4.0
223,1723200997,03d59c3acef408f54870b4f06d18007ca069c6c7bce913d36aae79219c8f46b9d3,watchtower.decred.live,"[{'network': 'tcp', 'addr': '82.165.108.160:9735'}]",#41bf53,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,1.0,200000000.0,3.0,1473737653.0,4.0
152,1725550423,032c5910c6255d28b9b723a8d5f90eced4582a2d8807f6762ec2fb20c3eb0b5e8b,032c5910c6255d28b9b7,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,4.0,409987030.0,0.0,0.0,4.0
103,1725498486,02c502b5a0f3345f22f660ffce1a925f23a0ec7e08261e5413e93a88b911342ecc,02c502b5a0f3345f22f6,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,4.0,407000000.0,0.0,0.0,4.0
230,1725523633,03dcb813ed46de74aa2cf1c36e49ddbeb58f87feb282b0edc9fd4c0d1b06c7ccf3,03dcb813ed46de74aa2c,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,0.0,0.0,4.0,60000000.0,4.0
215,1675131090,03cbcadde9253d59f8d5c76389dfe01707530fc520883c868614e14963a1a8f1b5,03cbcadde9253d59f8d5,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,0.0,0.0,4.0,1300000.0,4.0
233,1685321926,03e7c12c1a243741003805f7dcfb731394213a8926ec5ae861958e31750e042dae,03e7c12c1a2437410038,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,0.0,0.0,4.0,205037030.0,4.0
244,1725563107,03f65fadbbcede3f83c9f5c794ae9fdc3c568bf89f90721b5046fa6781d9bd3320,03f65fadbbcede3f83c9,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,0.0,0.0,4.0,141000000.0,4.0
229,1723751628,03dbfea1df6521b7e455e3bf0d42efda4e45ef5363c44684843f6556f2d9f005fc,03dbfea1df6521b7e455,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,0.0,0.0,4.0,4000000.0,4.0
41,1681899129,024850801640955431343b6c831d59beba4cdb909642034ad3e9a62d06ab9548c0,02485080164095543134,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,3.0,5000000.0,0.0,0.0,3.0
137,1725583354,0304f7df154a348b9247c5d5a1a3cd9cc8afe1a37d77ffef386391e9a00cf37629,0304f7df154a348b9247,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,220000000.0,0.0,0.0,3.0
133,1722522260,02f90b47336316ee2d04a4801983299fdfa2fe671e5d187009998931b70e5211f6,02f90b47336316ee2d04,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,12000000.0,0.0,0.0,3.0
141,1725527056,03086b5fd81cf322f00e087115e4219b5cbd21b2f64c935ae3f9c5275e638daa6e,03086b5fd81cf322f00e,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,,,,,,,,,,3.0,380000.0,0.0,0.0,3.0
183,1677918301,036aca3d625e32f9aab486ec24d13f571b0b23c8419648bd8a8af4dc5c89c8f6b5,036aca3d625e32f9aab4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,3.0,5000000.0,0.0,0.0,3.0
22,1715182619,0226d2ec91ac6cfe77b95a3672321d270f124cba85a1f84aeb9ab15f147537b2e0,0226d2ec91ac6cfe77b9,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,3000000.0,0.0,0.0,3.0
124,1715801249,02e6b2ad29ee80571129ea3d078e9e0200a45571445ffe33983c09874dbb9d0192,02e6b2ad29ee80571129,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,1300000.0,0.0,0.0,3.0
101,1725539489,02c22d08177dd355ae4d91ae7588b5b1d4f57d3fdf0a67cb4a7e97fcbd8d3b7f08,02c22d08177dd355ae4d,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,,,,,,,,,,,,,3.0,15000000.0,0.0,0.0,3.0
108,1725482019,02d747d515a8d23fa0b586a976ed0c7d1ab7b40ab5d15223497ccc399b248e3186,02d747d515a8d23fa0b5,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,30000000.0,0.0,0.0,3.0
45,1725042697,02523239b1b281c8afaf80eac4385b4163a30017e17433d2e550511e4bbb6b75e0,02523239b1b281c8afaf,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,350000000.0,0.0,0.0,3.0
93,1724685282,02b254d36e6916096604dfb5296e6308e01309ddf868ccb8b7708baefe665fa3c5,02b254d36e6916096604,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,198014330.0,0.0,0.0,3.0
174,1724198928,035663029fb750ae3ae4c10a01f80df01547040397599868c2fd6e9a00bbf252c8,035663029fb750ae3ae4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,70000000.0,0.0,0.0,3.0
19,1697593433,0223017115ecbf026e8327cac9aceeb7e502683166f5721cbf6b7e07a358907e93,0223017115ecbf026e83,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,3.0,9000000.0,0.0,0.0,3.0
70,1725455653,0287a257e3ba33cf033ac24039fee5c0e31c90c127ad6b2597ccd7d88ca30eab13,0287a257e3ba33cf033a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,,,,,,,,,,3.0,3000000.0,0.0,0.0,3.0
153,1725554490,032fc6b0ca4d4020d56712fac822cb41a2e0bd05b6c64dbb552c265d9d3ade890b,032fc6b0ca4d4020d567,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,80000000.0,0.0,0.0,3.0
242,1687443747,03f1579779af33872e8b5908c93173553c7a204c1fbaea9cd077adbc4089590b91,03f1579779af33872e8b,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,0.0,0.0,3.0,109500000.0,3.0
110,1725552548,02d7cd0d86afec9921af948998c8788cea7b81bb7c1b567a32b646feb86d88863d,02d7cd0d86afec9921af,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,3.0,511000000.0,0.0,0.0,3.0
156,1678131736,0334301a13892aede05636ab7229d211443b37df8714b1940701efd79484f60491,0334301a13892aede056,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,15000000.0,0.0,0.0,2.0
148,1683827671,031af7e23a369a6cc0169c39085b06bc0fb1513e16699b327c0b32bd9548bd8680,031af7e23a369a6cc016,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,380000.0,0.0,0.0,2.0
147,1725546414,031a456a4976e0d6b4f878c7a11deac263e0149665ab969548f87bb01c5efa5d56,031a456a4976e0d6b4f8,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,219987030.0,0.0,0.0,2.0
155,1724435498,033274b026fe011d56477902bf63a3c6b36eaeafe91e87ca5d081b15a649525914,033274b026fe011d5647,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,65239330.0,0.0,0.0,2.0
151,1689481763,032870a6e89acfa3459000fbe8f0435d2c92e160a4927821b5edd622b815a9de73,032870a6e89acfa34590,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,204987030.0,0.0,0.0,2.0
150,1671556277,03239d2df1ab4e1f625a52e9670432ec673f3befe7ffa3937476ecceae5ca5ea9f,03239d2df1ab4e1f625a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,1100000.0,0.0,0.0,2.0
0,1724228633,0206af44685a8823fafab8f8643c0f2e79a6b5ab8a4ccc481f33e2cfd29e056774,0206af44685a8823fafa,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,70000000.0,0.0,0.0,2.0
134,1724941743,02fe173143446bf53618e97ec4a0f96769b9ba88e78752a0f07e942e2d25545b39,02fe173143446bf53618,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,219987030.0,0.0,0.0,2.0
146,1725578810,0318fe468a8bd7374b49c3f8f3bdc4c68ef670d0982ad54dad84bea5304b6f39df,0318fe468a8bd7374b49,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,155000000.0,0.0,0.0,2.0
121,1674762194,02e46a2b54005c1cbf196b8822d4a86dd46e78901696cb543acf97c2ef262b4ace,02e46a2b54005c1cbf19,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,11000000.0,0.0,0.0,2.0
109,1721846117,02d75c47f47f5b0547fecd429d49d88ae29b8ad4a99594408c154f3dfdbb1b660a,02d75c47f47f5b0547fe,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,520000000.0,0.0,0.0,2.0
112,1720192081,02d920c4ef3c515561b5cdfebd1c6f94187d430239be10cfcb60d348bcb2a42762,02d920c4ef3c515561b5,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,3000000.0,0.0,0.0,2.0
114,0,02db0447cf7393c8e1ee7d60efaf0f9f5ea9ffbb7d0b65048828a1609d5bb7fe39,,[],#000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203987030.0,0.0,0.0,2.0
115,1725559720,02dba1458a128647cc23c603d5cffd429d9db17489b86556cb106f093a3b4c0dec,02dba1458a128647cc23,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,200000000.0,0.0,0.0,2.0
117,1724130742,02dec4de51ac5d8c76f34dc70c6bbe4c12f8887b52fa759297acbe5390632eea56,02dec4de51ac5d8c76f3,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,40000000.0,0.0,0.0,2.0
118,1688160384,02e04888fc17bb9d72e628548de30133f726980517635e126714da312f07a7344b,02e04888fc17bb9d72e6,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,5000000.0,0.0,0.0,2.0
119,1690861955,02e35ed6fedac4d6bd995016ccac5e1b5a4f59cf3554ee1f3539ebca5084472994,02e35ed6fedac4d6bd99,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,35000000.0,0.0,0.0,2.0
126,1725438210,02e85f5002b7aefaadcca42712ba333d81c4f856684c9ba31c076d0efedcb47773,02e85f5002b7aefaadcc,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,2000000.0,0.0,0.0,2.0
145,1682344763,031692e04a3dc3cdc1cb0afd01bac0187f5c16b1ba97c80219c7323233e10eca50,031692e04a3dc3cdc1cb,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,5854630.0,0.0,0.0,2.0
128,1696633387,02eb748be2076349531a66b6cebe0db50af282d4fe89d0da7160497ac1613efd12,02eb748be2076349531a,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,,,,,,,,,,,,,2.0,300000.0,0.0,0.0,2.0
159,1713459050,0339fa283852b1d4f31baca63c832130a5f3f1af6146b85a46e4688c213d025e6b,0339fa283852b1d4f31b,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,197919330.0,0.0,0.0,2.0
135,1716414842,030010c990851316926c985aa32812d0fb539764732fb9f24794c7a08d14d65d4f,030010c990851316926c,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,5192730.0,0.0,0.0,2.0
136,1718915318,0300188eb2dd15e870ff45bf9f04e26b96e8289576ecc1768f1e3a73bc00fe33e1,0300188eb2dd15e870ff,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,204987030.0,0.0,0.0,2.0
138,1714057618,03061a8f697e80cf57bd9cf0eb514012034b9208ec6764bd0e2109bfa81f35aa49,03061a8f697e80cf57bd,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,5192730.0,0.0,0.0,2.0
139,1723530025,0306591f03a6cf0142f6d5fdc36ed3bfeba05c32953e868b726241b87b41806e04,0306591f03a6cf0142f6,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,65239330.0,0.0,0.0,2.0
140,1725275207,0307c5d0cbd7ac2ddcdba698a6408f3b114fd5dc64444d25611d125e891e638cc3,0307c5d0cbd7ac2ddcdb,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,static-remote-key,True,True,payment-addr,True,True,multi-path-payments,False,True,amp,False,True,explicit-commitment-type,False,True,,,,,,,2.0,18592730.0,0.0,0.0,2.0
157,1684761594,03351d2040f227583a8864440c35f89e898bb7702c9756414c686217f98e574f24,03351d2040f227583a88,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,11000000.0,0.0,0.0,2.0
177,1676309331,036058c64905e8cf7cb971ef0ecb4e73e037072de2dc72268f0a6f059541afa902,036058c64905e8cf7cb9,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,10900000.0,0.0,0.0,2.0
160,1686097032,033a64ea12fb7d4fa7f4f74b897d170c70b22b3a38813df0c87fa0aae0b7f1b5a8,033a64ea12fb7d4fa7f4,[],#3399ff,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,tlv-onion,False,True,,,,,,,multi-path-payments,False,True,,,,,,,static-remote-key,False,True,payment-addr,False,True,2.0,9500000.0,0.0,0.0,2.0
