id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-07-20 01:52:30,[3],0.30000000000000004,False,207,6561,46,44,2,1.3.2,888577,0.0050650877
dcrhive.com,mainnet,2022-06-23,2024-07-20 01:52:30,[3],0.15,False,1440,23007,139,139,0,1.3.2+bec2d12a0,888577,0.035235394
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-07-20 01:52:30,[3],0.9500000000000001,False,203,12150,231,71,160,1.3.2+bec2d12a0,888577,0.0049672113000000006
decred.stake.fun,mainnet,2021-01-28,2024-07-20 01:52:30,[3],0.5,False,73,30120,185,183,2,1.3.1,888577,0.0017862386
decredvoting.com,mainnet,2021-02-01,2024-07-20 01:52:30,[3],1,False,110,5706,39,38,1,1.3.2,888577,0.0026915926000000002
stakey.net,mainnet,2020-10-22,2024-07-20 01:52:30,[3],1,False,262,31864,247,247,0,1.3.2+f79363a87,888577,0.0064108837
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-07-20 01:52:30,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1435117,0
ultravsp.uk,mainnet,2020-12-01,2024-07-20 01:52:30,[3],0.30000000000000004,False,177,14963,85,84,1,1.4.0-pre+015cf707b,888577,0.004331017
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-07-20 01:52:30,[3],0.1,False,1201,7376,30,30,0,1.3.2+bec2d12a0,888577,0.029387295
vsp.dcr.farm,mainnet,2020-12-09,2024-07-20 01:52:30,[3],1,False,39,8579,56,54,2,1.3.1,888577,0.0009542918399999999
vsp.decredcommunity.org,mainnet,2020-11-05,2024-07-20 01:52:30,[3],0.49,False,341,14820,95,95,0,1.3.2+bec2d12a0,888577,0.008343937000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-07-20 01:52:30,[3],1,False,381,31622,195,195,0,1.3.2+81acb861c,888577,0.009322697000000001
vspd.99split.com,mainnet,2020-11-17,2024-07-20 01:52:30,[3],0.30000000000000004,False,160,28273,185,185,0,1.3.2,888577,0.0039150435
vspd.bass.cf,mainnet,2022-05-01,2024-07-20 01:52:31,[3],0.2,False,696,21852,180,0,0,1.2.0,888577,0.01703044
vspd.decredbrasil.com,mainnet,2020-11-22,2024-07-20 01:52:30,[3],5,False,22,2972,23,23,0,1.3.2,888577,0.0005383185
