id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-07-02 01:57:23,[3],0.30000000000000004,False,249,6404,44,42,2,1.3.2,883352,0.0060609010000000005
dcrhive.com,mainnet,2022-06-23,2024-07-02 01:57:23,[3],0.15,False,1362,22122,131,131,0,1.3.2+bec2d12a0,883352,0.033152398
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-07-02 01:57:23,[3],0.9500000000000001,False,281,12141,73,68,5,1.3.2+bec2d12a0,883352,0.0068398123
decred.stake.fun,mainnet,2021-01-28,2024-07-02 01:57:23,[3],0.5,False,82,30065,184,182,2,1.3.1,883352,0.0019959593
decredvoting.com,mainnet,2021-02-01,2024-07-02 01:57:24,[3],1,False,91,5644,39,38,1,1.3.2,883352,0.002215028
stakey.net,mainnet,2020-10-22,2024-07-02 01:57:23,[3],1,False,245,31696,243,243,0,1.3.2+f79363a87,883352,0.0059635374
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-07-02 01:57:23,[3],3,False,8,213770,1050,0,0,1.3.0-pre+de79ce74b,1422885,0.0009162753
ultravsp.uk,mainnet,2020-12-01,2024-07-02 01:57:23,[3],0.30000000000000004,False,188,14852,84,83,1,1.4.0-pre+015cf707b,883352,0.004576102
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-07-02 01:57:23,[3],0.1,False,1143,6621,26,26,0,1.3.2+bec2d12a0,883352,0.027821727
vsp.dcr.farm,mainnet,2020-12-09,2024-07-02 01:57:23,[3],1,False,31,8547,54,52,2,1.3.1,883352,0.00075457
vsp.decredcommunity.org,mainnet,2020-11-05,2024-07-02 01:57:23,[3],0.49,False,311,14623,95,95,0,1.3.2+bec2d12a0,883352,0.0075700413
vsp.stakeminer.com,mainnet,2020-11-09,2024-07-02 01:57:24,[3],1,False,330,31408,195,195,0,1.3.2+81acb861c,883352,0.008032519
vspd.99split.com,mainnet,2020-11-17,2024-07-02 01:57:23,[3],0.30000000000000004,False,185,28151,185,185,0,1.3.2,883352,0.004503079
vspd.bass.cf,mainnet,2022-05-01,2024-07-02 01:57:24,[3],0.2,False,753,21414,180,0,0,1.2.0,883352,0.018328749000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-07-02 01:57:24,[3],5,False,33,2958,23,23,0,1.3.2,883352,0.0008032519
