id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-07-01 02:05:45,[3],0.30000000000000004,False,252,6398,44,42,2,1.3.2,883060,0.0061442433
dcrhive.com,mainnet,2022-06-23,2024-07-01 02:05:45,[3],0.15,False,1361,22077,130,130,0,1.3.2+bec2d12a0,883060,0.03318379
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-07-01 02:05:45,[3],0.9500000000000001,False,280,12134,69,68,1,1.3.2+bec2d12a0,883060,0.006826937000000001
decred.stake.fun,mainnet,2021-01-28,2024-07-01 02:05:45,[3],0.5,False,83,30062,184,182,2,1.3.1,883060,0.0020236992
decredvoting.com,mainnet,2021-02-01,2024-07-01 02:05:45,[3],1,False,88,5642,39,38,1,1.3.2,883060,0.002145609
stakey.net,mainnet,2020-10-22,2024-07-01 02:05:45,[3],1,False,243,31692,243,243,0,1.3.2+f79363a87,883060,0.005924806
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-07-01 02:05:45,[3],3,False,14,213770,1043,0,0,1.3.0-pre+de79ce74b,1422212,0.0026041667
ultravsp.uk,mainnet,2020-12-01,2024-07-01 02:05:45,[3],0.30000000000000004,False,192,14844,84,83,1,1.4.0-pre+015cf707b,883060,0.0046813283
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-07-01 02:05:45,[3],0.1,False,1137,6588,26,26,0,1.3.2+bec2d12a0,883060,0.027722241
vsp.dcr.farm,mainnet,2020-12-09,2024-07-01 02:05:45,[3],1,False,34,8544,54,52,2,1.3.1,883060,0.00082898524
vsp.decredcommunity.org,mainnet,2020-11-05,2024-07-01 02:05:45,[3],0.49,False,315,14617,95,95,0,1.3.2+bec2d12a0,883060,0.0076803043
vsp.stakeminer.com,mainnet,2020-11-09,2024-07-01 02:05:45,[3],1,False,315,31396,194,194,0,1.3.2+81acb861c,883060,0.0076803043
vspd.99split.com,mainnet,2020-11-17,2024-07-01 02:05:45,[3],0.30000000000000004,False,178,28147,185,185,0,1.3.2,883060,0.0043399814
vspd.bass.cf,mainnet,2022-05-01,2024-07-01 02:05:46,[3],0.2,False,758,21382,180,0,0,1.2.0,883060,0.018481495
vspd.decredbrasil.com,mainnet,2020-11-22,2024-07-01 02:05:45,[3],5,False,30,2958,23,23,0,1.3.2,883060,0.00073145755
