id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-02 02:17:37,[3],0.49,False,329,21128,141,1.1.0,768978,0.008404435
big.decred.energy,mainnet,2022-05-01,2023-06-02 02:17:38,[3],0.49,False,206,2641,11,1.1.1,768978,0.005262351
dcrhive.com,mainnet,2022-06-23,2023-06-02 02:17:37,[3],0.1,False,1104,4976,8,1.1.1,768978,0.028202115000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-02 02:17:38,[3],0.9500000000000001,False,236,8756,50,1.1.1,768978,0.006028713000000001
decredvoting.com,mainnet,2021-02-01,2023-06-02 02:17:38,[3],1,False,89,3982,26,1.1.1,768978,0.00227354
stakey.net,mainnet,2020-10-22,2023-06-02 02:17:37,[3],1,False,330,27655,199,1.1.1,768978,0.00842998
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-02 02:17:37,[3],0.6900000000000001,False,193,12278,128,1.2.0-pre+824c41c2a,1144672,0.03754864
teststakepool.decred.org,testnet,2020-06-01,2023-06-02 02:17:37,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-02 02:17:38,[3],0.30000000000000004,False,412,10748,55,1.1.1,768978,0.010524702
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-02 02:17:37,[3],0.5,False,155,27865,171,1.1.1,768978,0.0039595360000000005
vsp.dcr.farm,mainnet,2020-12-09,2023-06-02 02:17:37,[3],0.9500000000000001,False,88,6485,41,1.1.1,768978,0.0022479948
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-02 02:17:37,[3],0.49,False,350,8208,30,1.1.1,768978,0.008940888000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-02 02:17:38,[3],1,False,504,24680,138,1.1.1,768978,0.012874879
vspd.99split.com,mainnet,2020-11-17,2023-06-02 02:17:38,[3],0.30000000000000004,False,1977,21166,83,1.1.1,768978,0.050503243
vspd.bass.cf,mainnet,2022-05-01,2023-06-02 02:17:38,[3],0.2,False,801,8309,74,1.1.1,768978,0.020461861
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-02 02:17:38,[3],5,False,66,2274,16,1.1.1,768978,0.0016859960000000002
