id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-17 02:01:44,[3],0.49,False,305,21296,146,1.1.0,773308,0.0072254334
big.decred.energy,mainnet,2022-05-01,2023-06-17 02:01:44,[3],0.49,False,254,2784,13,1.1.1,773308,0.0060172463
dcrhive.com,mainnet,2022-06-23,2023-06-17 02:01:44,[3],0.1,False,1400,5631,13,1.2.0+86c25ac5d,773308,0.033165924
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-17 02:01:44,[3],0.9500000000000001,False,211,8875,51,1.1.1,773308,0.0049985787
decredvoting.com,mainnet,2021-02-01,2023-06-17 02:01:44,[3],1,False,97,4020,26,1.1.1,773308,0.0022979248
stakey.net,mainnet,2020-10-22,2023-06-17 02:01:47,[3],1,False,379,27838,203,1.1.1,773308,0.00897849
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-17 02:01:44,[3],0.6900000000000001,False,193,13982,159,1.2.0+86c25ac5d,1154119,0.03880957
teststakepool.decred.org,testnet,2020-06-01,2023-06-17 02:01:44,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-17 02:01:44,[3],0.30000000000000004,False,627,11027,58,1.2.0+86c25ac5d,773308,0.014853596
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-17 02:01:44,[3],0.5,False,185,27945,171,1.2.0-pre+a06a62bfd,773308,0.00438264
vsp.dcr.farm,mainnet,2020-12-09,2023-06-17 02:01:44,[3],0.9500000000000001,False,110,6541,41,1.1.1,773308,0.002605894
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-17 02:01:44,[3],0.49,False,440,8427,32,1.2.0+86c25ac5d,773308,0.010423576
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-17 02:01:44,[3],1,False,471,24928,145,1.1.1,773308,0.011157964000000001
vspd.99split.com,mainnet,2020-11-17,2023-06-17 02:01:45,[3],0.30000000000000004,False,1421,22064,93,1.2.0+86c25ac5d,773308,0.033663414
vspd.bass.cf,mainnet,2022-05-01,2023-06-17 02:01:45,[3],0.2,False,840,8754,78,1.1.1,773308,0.019899555000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-17 02:01:44,[3],5,False,71,2315,18,1.2.0+86c25ac5d,773308,0.0016819861000000001
