id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-18 02:21:39,[3],0.49,False,316,21301,146,1.1.0,773580,0.007487442
big.decred.energy,mainnet,2022-05-01,2023-06-18 02:21:40,[3],0.49,False,261,2796,13,1.1.1,773580,0.006184248000000001
dcrhive.com,mainnet,2022-06-23,2023-06-18 02:21:39,[3],0.1,False,1387,5667,13,1.2.0+86c25ac5d,773580,0.032864183000000005
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-18 02:21:40,[3],0.9500000000000001,False,206,8881,51,1.1.1,773580,0.0048810537000000005
decredvoting.com,mainnet,2021-02-01,2023-06-18 02:21:40,[3],1,False,95,4025,26,1.1.1,773580,0.0022509715000000002
stakey.net,mainnet,2020-10-22,2023-06-18 02:21:39,[3],1,False,375,27850,203,1.2.0+9b98f1ad2,773580,0.008885413
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-18 02:21:39,[3],0.6900000000000001,False,201,14024,169,1.2.0+86c25ac5d,1154393,0.03981775
teststakepool.decred.org,testnet,2020-06-01,2023-06-18 02:21:39,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-18 02:21:39,[3],0.30000000000000004,False,622,11051,58,1.2.0+86c25ac5d,773580,0.014737939
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-18 02:21:39,[3],0.5,False,182,27953,171,1.2.0-pre+a06a62bfd,773580,0.0043123877
vsp.dcr.farm,mainnet,2020-12-09,2023-06-18 02:21:39,[3],0.9500000000000001,False,109,6544,41,1.1.1,773580,0.0025826935000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-18 02:21:39,[3],0.49,False,445,8433,32,1.2.0+86c25ac5d,773580,0.010544024
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-18 02:21:40,[3],1,False,458,24946,145,1.2.0+86c25ac5d,773580,0.010852052000000001
vspd.99split.com,mainnet,2020-11-17,2023-06-18 02:21:40,[3],0.30000000000000004,False,1378,22110,95,1.2.0+86c25ac5d,773580,0.032650933
vspd.bass.cf,mainnet,2022-05-01,2023-06-18 02:21:40,[3],0.2,False,816,8784,79,1.1.1,773580,0.01933466
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-18 02:21:40,[3],5,False,72,2316,18,1.2.0+86c25ac5d,773580,0.0017059995
