id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-24 02:18:48,[3],0.49,False,309,21341,160,1.2.0+86c25ac5d,775281,0.0076903934
big.decred.energy,mainnet,2022-05-01,2023-06-24 02:18:48,[3],0.49,False,265,2847,14,1.1.1,775281,0.006595321
dcrhive.com,mainnet,2022-06-23,2023-06-24 02:18:48,[3],0.1,False,1270,5918,15,1.2.0+86c25ac5d,775281,0.031607766
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-24 02:18:48,[3],0.9500000000000001,False,174,8918,51,1.1.1,775281,0.0043305126
decredvoting.com,mainnet,2021-02-01,2023-06-24 02:18:49,[3],1,False,94,4039,27,1.1.1,775281,0.0023394723
stakey.net,mainnet,2020-10-22,2023-06-24 02:18:48,[3],1,False,373,27934,204,1.2.0+9b98f1ad2,775281,0.009283225
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-24 02:18:48,[3],0.6900000000000001,False,237,14605,188,1.2.0+86c25ac5d,1157149,0.04361428
teststakepool.decred.org,testnet,2020-06-01,2023-06-24 02:18:48,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-24 02:18:48,[3],0.30000000000000004,False,541,11150,59,1.2.0+86c25ac5d,775281,0.01346441
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-24 02:18:48,[3],0.5,False,168,27980,171,1.2.0-pre+a06a62bfd,775281,0.0041811850000000005
vsp.dcr.farm,mainnet,2020-12-09,2023-06-24 02:18:48,[3],0.9500000000000001,False,87,6570,41,1.1.1,775281,0.0021652563
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-24 02:18:48,[3],0.49,False,384,8516,32,1.2.0+86c25ac5d,775281,0.009556994000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-24 02:18:49,[3],1,False,416,25037,146,1.2.0+86c25ac5d,775281,0.01035341
vspd.99split.com,mainnet,2020-11-17,2023-06-24 02:18:49,[3],0.30000000000000004,False,1207,22352,97,1.2.0+86c25ac5d,775281,0.030039820000000002
vspd.bass.cf,mainnet,2022-05-01,2023-06-24 02:18:49,[3],0.2,False,715,8933,80,1.2.0,775281,0.017794922
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-24 02:18:48,[3],5,False,63,2333,18,1.2.0+86c25ac5d,775281,0.0015679443
