id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-13 02:10:13,[3],0.49,False,293,21248,146,1.1.0,772145,0.0069419765000000005
big.decred.energy,mainnet,2022-05-01,2023-06-13 02:10:13,[3],0.49,False,254,2740,12,1.1.1,772145,0.006017959000000001
dcrhive.com,mainnet,2022-06-23,2023-06-13 02:10:13,[3],0.1,False,1421,5444,12,1.1.1,772145,0.0336674
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-13 02:10:13,[3],0.9500000000000001,False,221,8844,50,1.1.1,772145,0.005236098000000001
decredvoting.com,mainnet,2021-02-01,2023-06-13 02:10:13,[3],1,False,97,4012,26,1.1.1,772145,0.002298197
stakey.net,mainnet,2020-10-22,2023-06-13 02:10:13,[3],1,False,409,27788,201,1.1.1,772145,0.009690336
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-13 02:10:13,[3],0.6900000000000001,False,164,13617,144,1.2.0-pre+824c41c2a,1151877,0.032662816000000004
teststakepool.decred.org,testnet,2020-06-01,2023-06-13 02:10:13,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-13 02:10:13,[3],0.30000000000000004,False,632,10941,57,1.1.1,772145,0.014973819000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-13 02:10:13,[3],0.5,False,188,27921,171,1.1.1,772145,0.0044542374
vsp.dcr.farm,mainnet,2020-12-09,2023-06-13 02:10:13,[3],0.9500000000000001,False,119,6526,41,1.1.1,772145,0.0028194375
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-13 02:10:13,[3],0.49,False,458,8368,31,1.1.1,772145,0.010851281
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-13 02:10:13,[3],1,False,496,24863,141,1.1.1,772145,0.011751605
vspd.99split.com,mainnet,2020-11-17,2023-06-13 02:10:13,[3],0.30000000000000004,False,1597,21854,90,1.1.1,772145,0.037837327000000004
vspd.bass.cf,mainnet,2022-05-01,2023-06-13 02:10:14,[3],0.2,False,907,8627,77,1.1.1,772145,0.021489326000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-13 02:10:13,[3],5,False,70,2303,18,1.1.1,772145,0.0016584927000000001
