id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-06-09 02:23:29,[3],0.49,False,307,21212,144,1.1.0,770991,0.007404013
big.decred.energy,mainnet,2022-05-01,2023-06-09 02:23:29,[3],0.49,False,253,2703,12,1.1.1,770991,0.0061016786
dcrhive.com,mainnet,2022-06-23,2023-06-09 02:23:29,[3],0.1,False,1433,5270,9,1.1.1,770991,0.034560099999999996
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-06-09 02:23:29,[3],0.9500000000000001,False,226,8809,50,1.1.1,770991,0.0054505114
decredvoting.com,mainnet,2021-02-01,2023-06-09 02:23:29,[3],1,False,99,4004,26,1.1.1,770991,0.0023876133
stakey.net,mainnet,2020-10-22,2023-06-09 02:23:29,[3],1,False,399,27739,200,1.1.1,770991,0.009622806000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-06-09 02:23:29,[3],0.6900000000000001,False,197,13175,144,1.2.0-pre+824c41c2a,1149298,0.038394075
teststakepool.decred.org,testnet,2020-06-01,2023-06-09 02:23:29,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-06-09 02:23:29,[3],0.30000000000000004,False,601,10853,57,1.1.1,770991,0.014494501000000002
vsp.coinmine.pl,mainnet,2021-01-28,2023-06-09 02:23:29,[3],0.5,False,179,27898,171,1.1.1,770991,0.0043169977
vsp.dcr.farm,mainnet,2020-12-09,2023-06-09 02:23:29,[3],0.9500000000000001,False,114,6511,41,1.1.1,770991,0.0027493730000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2023-06-09 02:23:29,[3],0.49,False,432,8310,30,1.1.1,770991,0.010418677000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-06-09 02:23:29,[3],1,False,525,24797,139,1.1.1,770991,0.012661586
vspd.99split.com,mainnet,2020-11-17,2023-06-09 02:23:29,[3],0.30000000000000004,False,1715,21635,86,1.1.1,770991,0.041361180000000004
vspd.bass.cf,mainnet,2022-05-01,2023-06-09 02:23:30,[3],0.2,False,774,8516,77,1.1.1,770991,0.018666795
vspd.decredbrasil.com,mainnet,2020-11-22,2023-06-09 02:23:29,[3],5,False,77,2290,17,1.1.1,770991,0.0018570327
