id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-04-05 01:39:12,[3],0.49,False,494,20316,132,1.1.0,752339,0.012184294
big.decred.energy,mainnet,2022-05-01,2023-04-05 01:39:12,[3],0.49,False,222,2194,6,1.1.1,752339,0.0054755327
dcrhive.com,mainnet,2022-06-23,2023-04-05 01:39:12,[3],0.1,False,1090,2863,4,1.1.1,752339,0.026884373000000003
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-28 09:15:57,[3],1,False,4,1198,9,1.1.0-pre,742057,9.913996e-05
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-04-04 03:02:52,[3],5,False,2,508,3,1.2.0-pre,752044,4.923683e-05
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-04-05 01:39:12,[3],0.9500000000000001,False,412,8170,46,1.1.1,752339,0.010161799000000001
decredvoting.com,mainnet,2021-02-01,2023-04-05 01:39:12,[3],1,False,132,3686,25,1.1.1,752339,0.0032557220000000004
stakey.net,mainnet,2020-10-22,2023-04-05 01:39:12,[3],1,False,300,27003,197,1.1.1,752339,0.0073993686
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-04-05 01:39:12,[3],0.6900000000000001,False,239,6795,13,1.2.0-pre+824c41c2a,1114978,0.04597038
teststakepool.decred.org,testnet,2020-06-01,2023-04-05 01:39:12,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-04-05 01:39:12,[3],0.30000000000000004,False,437,9977,45,1.1.1,752339,0.010778413
vsp.coinmine.pl,mainnet,2021-01-28,2023-04-05 01:39:12,[3],0.5,False,196,27505,171,1.1.1,752339,0.0048342543
vsp.dcr.farm,mainnet,2020-12-09,2023-04-05 01:39:12,[3],0.9500000000000001,False,124,6275,38,1.1.1,752339,0.0030584056
vsp.decredcommunity.org,mainnet,2020-11-05,2023-04-05 01:39:12,[3],0.49,False,516,7298,22,1.1.1,752339,0.012726914
vsp.stakeminer.com,mainnet,2020-11-09,2023-04-05 01:39:12,[3],1,False,579,23462,128,1.1.1,752339,0.014280781000000001
vspd.99split.com,mainnet,2020-11-17,2023-04-05 01:39:12,[3],0.30000000000000004,False,1903,17124,69,1.1.1,752339,0.04693666
vspd.bass.cf,mainnet,2022-05-01,2023-04-05 01:39:13,[3],0.2,False,648,6749,56,1.1.1,752339,0.015982635000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-04-05 01:39:12,[3],5,False,76,2131,15,1.1.1,752339,0.0018745067
