id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-04-24 01:58:04,[3],0.49,False,421,20608,134,1.1.0,757804,0.010275059000000001
big.decred.energy,mainnet,2022-05-01,2023-04-24 01:58:04,[3],0.49,False,241,2327,7,1.1.1,757803,0.00588264
dcrhive.com,mainnet,2022-06-23,2023-04-24 01:58:04,[3],0.1,False,948,3533,6,1.1.1,757803,0.023140011000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-04-24 01:58:04,[3],0.9500000000000001,False,334,8394,48,1.1.1,757803,0.008152705
decredvoting.com,mainnet,2021-02-01,2023-04-24 01:58:04,[3],1,False,216,3804,25,1.1.1,757803,0.0052724076
stakey.net,mainnet,2020-10-22,2023-04-24 01:58:04,[3],1,False,371,27217,198,1.1.1,757804,0.009054744
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-04-24 01:58:04,[3],0.6900000000000001,False,196,9040,21,1.2.0-pre+824c41c2a,1126756,0.038258832
teststakepool.decred.org,testnet,2020-06-01,2023-04-24 01:58:04,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-04-24 01:58:04,[3],0.30000000000000004,False,383,10255,52,1.1.1,757804,0.009347619500000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-04-24 01:58:04,[3],0.5,False,189,27619,171,1.1.1,757803,0.0046133567000000006
vsp.dcr.farm,mainnet,2020-12-09,2023-04-24 01:58:04,[3],0.9500000000000001,False,97,6356,38,1.1.1,757803,0.0023677016
vsp.decredcommunity.org,mainnet,2020-11-05,2023-04-24 01:58:04,[3],0.49,False,490,7630,24,1.1.1,757803,0.011960555000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-04-24 01:58:04,[3],1,False,602,23849,131,1.1.1,757804,0.014692603
vspd.99split.com,mainnet,2020-11-17,2023-04-24 01:58:04,[3],0.30000000000000004,False,1934,18337,71,1.1.1,757803,0.047207575
vspd.bass.cf,mainnet,2022-05-01,2023-04-24 01:58:04,[3],0.2,False,770,7213,60,1.1.1,757803,0.018795157
vspd.decredbrasil.com,mainnet,2020-11-22,2023-04-24 01:58:04,[3],5,False,90,2177,15,1.1.1,757803,0.0021968365
