id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-04-18 01:58:29,[3],0.49,False,458,20505,134,1.1.0,756079,0.011185737000000001
big.decred.energy,mainnet,2022-05-01,2023-04-18 01:58:30,[3],0.49,False,242,2280,7,1.1.1,756079,0.0059103677
dcrhive.com,mainnet,2022-06-23,2023-04-18 01:58:29,[3],0.1,False,995,3335,5,1.1.1,756079,0.024300892
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-04-18 01:58:30,[3],0.9500000000000001,False,299,8342,48,1.1.1,756079,0.007302479000000001
decredvoting.com,mainnet,2021-02-01,2023-04-18 01:58:30,[3],1,False,230,3757,25,1.1.1,756079,0.005617291700000001
stakey.net,mainnet,2020-10-22,2023-04-18 01:58:29,[3],1,False,400,27138,198,1.1.1,756079,0.009769202000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-04-18 01:58:29,[3],0.6900000000000001,False,204,8360,17,1.2.0-pre+824c41c2a,1122998,0.03802423
teststakepool.decred.org,testnet,2020-06-01,2023-04-18 01:58:29,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-04-18 01:58:29,[3],0.30000000000000004,False,414,10176,49,1.1.1,756079,0.010111124
vsp.coinmine.pl,mainnet,2021-01-28,2023-04-18 01:58:29,[3],0.5,False,193,27586,171,1.1.1,756079,0.00471364
vsp.dcr.farm,mainnet,2020-12-09,2023-04-18 01:58:29,[3],0.9500000000000001,False,106,6328,38,1.1.1,756079,0.0025888386
vsp.decredcommunity.org,mainnet,2020-11-05,2023-04-18 01:58:29,[3],0.49,False,467,7528,23,1.1.1,756079,0.011405544
vsp.stakeminer.com,mainnet,2020-11-09,2023-04-18 01:58:30,[3],1,False,597,23723,131,1.1.1,756079,0.014580535
vspd.99split.com,mainnet,2020-11-17,2023-04-18 01:58:30,[3],0.30000000000000004,False,1859,17955,70,1.1.1,756079,0.045402370000000004
vspd.bass.cf,mainnet,2022-05-01,2023-04-18 01:58:31,[3],0.2,False,744,7057,59,1.1.1,756079,0.018170716
vspd.decredbrasil.com,mainnet,2020-11-22,2023-04-18 01:58:30,[3],5,False,89,2170,15,1.1.1,756079,0.0021736475
