id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-01-06 02:17:30,[3],0.888,False,245,7791,63,60,3,1.3.2,937524,0.0053549570000000005
dcrhive.com,mainnet,2022-06-23,2025-01-06 02:17:30,[3],1,False,440,26173,193,192,1,1.3.2+bec2d12a0,937524,0.009617066
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-01-06 02:17:30,[3],0.9500000000000001,False,123,13635,407,87,320,1.3.2+bec2d12a0,937524,0.0026884070000000003
decred.stake.fun,mainnet,2021-01-28,2025-01-06 02:17:30,[3],0.5,False,429,30725,233,187,46,1.3.1,937524,0.0093766395
decredvoting.com,mainnet,2021-02-01,2025-01-06 02:17:30,[3],1,False,253,6672,46,45,1,1.3.2,937524,0.005529813000000001
stakey.net,mainnet,2020-10-22,2025-01-06 02:17:30,[3],1,False,302,33419,258,258,0,1.3.2+f79363a87,937524,0.006600804
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2025-01-06 02:17:30,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2025-01-06 02:17:30,[3],0.30000000000000004,False,355,16929,98,97,1,1.4.0-pre+015cf707b,937524,0.007759223700000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-01-06 02:17:30,[3],0.14,False,1649,14889,76,75,1,1.3.2+bec2d12a0,937524,0.03604214
vsp.dcr.farm,mainnet,2020-12-09,2025-01-06 02:17:30,[3],1,False,103,8898,59,57,2,1.3.2,937524,0.0022512677
vsp.decredcommunity.org,mainnet,2020-11-05,2025-01-06 02:17:30,[3],0.49,False,491,17456,118,106,12,1.3.2+bec2d12a0,937524,0.010731772
vsp.stakeminer.com,mainnet,2020-11-09,2025-01-06 02:17:30,[3],1,False,369,33345,214,214,0,1.3.2+81acb861c,937524,0.008065221000000001
vspd.99split.com,mainnet,2020-11-17,2025-01-06 02:17:30,[3],0.099,False,744,30331,298,194,104,1.3.2,937524,0.016261585000000002
vspd.bass.cf,mainnet,2022-05-01,2025-01-06 02:17:30,[3],0.2,False,1028,24879,216,0,0,1.2.0,937524,0.022468964
vspd.decredbrasil.com,mainnet,2020-11-22,2025-01-06 02:17:30,[3],5,False,2,3014,23,23,0,1.3.2,937524,4.3713935e-05
