id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-01-04 02:05:58,[3],0.888,False,256,7775,63,60,3,1.3.2,936963,0.005747901000000001
dcrhive.com,mainnet,2022-06-23,2025-01-04 02:05:57,[3],1,False,457,26147,193,192,1,1.3.2+bec2d12a0,936963,0.0102609005
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-01-04 02:05:58,[3],0.9500000000000001,False,133,13625,407,87,320,1.3.2+bec2d12a0,936963,0.0029862141
decred.stake.fun,mainnet,2021-01-28,2025-01-04 02:05:57,[3],0.5,False,426,30706,232,186,46,1.3.1,936963,0.009564866
decredvoting.com,mainnet,2021-02-01,2025-01-04 02:05:58,[3],1,False,266,6648,46,45,1,1.3.2,936963,0.0059724282
stakey.net,mainnet,2020-10-22,2025-01-04 02:05:57,[3],1,False,316,33396,257,257,0,1.3.2+f79363a87,936963,0.007095065
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2025-01-04 02:05:57,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2025-01-04 02:05:58,[3],0.30000000000000004,False,361,16907,98,97,1,1.4.0-pre+015cf707b,936963,0.008105438000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-01-04 02:05:57,[3],0.14,False,1704,14789,76,75,1,1.3.2+bec2d12a0,936963,0.038259465
vsp.dcr.farm,mainnet,2020-12-09,2025-01-04 02:05:58,[3],1,False,99,8895,59,57,2,1.3.2,936963,0.0022228210000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2025-01-04 02:05:58,[3],0.49,False,508,17427,118,106,12,1.3.2+bec2d12a0,936963,0.01140599
vsp.stakeminer.com,mainnet,2020-11-09,2025-01-04 02:05:58,[3],1,False,388,33311,214,214,0,1.3.2+81acb861c,936963,0.008711662
vspd.99split.com,mainnet,2020-11-17,2025-01-04 02:05:58,[3],0.099,False,776,30288,298,194,104,1.3.2,936963,0.017423324
vspd.bass.cf,mainnet,2022-05-01,2025-01-04 02:05:58,[3],0.2,False,1052,24820,216,0,0,1.2.0,936963,0.02362028
vspd.decredbrasil.com,mainnet,2020-11-22,2025-01-04 02:05:58,[3],5,False,2,3014,23,23,0,1.3.2,936963,4.4905475e-05
