rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.7.5/,60
2,/dcrwire:1.0.0/dcrd:1.7.1/,37
3,/dcrwire:1.0.0/dcrd:1.8.0(pre)/,24
4,/dcrwire:1.0.0/dcrd:1.7.2/,20
5,/dcrwire:1.0.0/dcrd:1.7.0/,16
6,/dcrwire:1.0.0/dcrd:1.7.4/,6
7,/dcrwire:0.4.0/dcrd:1.6.0(pre)/,3
8,/dcrwire:0.3.0/dcrd:1.4.0/,3
9,/dcrwire:0.4.0/dcrd:1.5.1/,2
10,/dcrwire:0.4.0/dcrd:1.6.0/,2
11,/dcrwire:0.4.0/dcrd:1.6.2/,2
12,/dcrwire:0.4.0/dcrd:1.6.0(rc4)/,1
13,/dcrwire:0.4.0/dcrd:1.6.1/,1
