rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.0.6/,31
2,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,26
3,/dcrwire:1.0.0/dcrd:1.8.0/,20
4,/dcrwire:1.0.0/dcrd:2.0.5/,13
5,/dcrwire:1.0.0/dcrd:2.0.3/,8
6,/dcrwire:1.0.0/dcrd:2.0.4/,6
7,/dcrwire:1.0.0/dcrd:1.8.1/,3
8,/dcrwire:1.0.0/dcrd:2.0.1/,1
