side,qty,rate,time
2,1.0,106842320,2025-03-07 22:09:56.488
2,1.0,106342200,2025-03-07 22:09:56.050
2,1.0,105842080,2025-03-07 22:09:55.623
2,1.0,105341960,2025-03-07 22:09:55.148
2,1.0,104841840,2025-03-07 22:09:54.738
2,1.0,104341710,2025-03-07 22:09:54.300
2,1.0,103841590,2025-03-07 22:09:53.844
2,1.0,103341470,2025-03-07 22:09:53.366
2,1.0,102841350,2025-03-07 22:09:52.900
2,1.0,102341220,2025-03-07 22:09:52.501
1,1.0,97707700,2025-03-07 22:09:47.645
1,1.0,97207570,2025-03-07 22:09:48.096
1,1.0,96707450,2025-03-07 22:09:48.522
1,1.0,96207330,2025-03-07 22:09:49.010
1,1.0,95707210,2025-03-07 22:09:49.465
1,1.0,95207080,2025-03-07 22:09:49.891
1,1.0,94706960,2025-03-07 22:09:50.390
1,1.0,94206840,2025-03-07 22:09:50.761
1,1.0,93706720,2025-03-07 22:09:51.164
1,1.0,93206600,2025-03-07 22:09:51.593
