id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-04-07 01:47:51,[3],0.30000000000000004,False,301,5588,3,31,1,1.2.0,858549,0.007348991500000001
dcrhive.com,mainnet,2022-06-23,2024-04-07 01:47:51,[3],0.15,False,1022,19036,112,112,0,1.3.2+bec2d12a0,858549,0.024952391
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-04-07 01:47:51,[3],0.9500000000000001,False,486,10695,69,68,1,1.3.2+bec2d12a0,858549,0.011865814
decred.stake.fun,mainnet,2021-01-28,2024-04-07 01:47:50,[3],0.5,False,103,29774,181,179,2,1.3.1,858549,0.0025147712
decredvoting.com,mainnet,2021-02-01,2024-04-07 01:47:51,[3],1,False,127,5342,37,36,1,1.3.2,858549,0.0031007372
stakey.net,mainnet,2020-10-22,2024-04-07 01:47:50,[3],1,False,189,31080,233,233,0,1.3.2+f79363a87,858549,0.004614483
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-04-07 01:47:50,[3],0.6900000000000001,False,473,109814,1051,276,775,1.3.1+22d04116b,1357135,0.09258172
teststakepool.decred.org,testnet,2020-06-01,2024-04-07 01:47:51,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-04-07 01:47:50,[3],0.30000000000000004,False,302,14062,82,81,1,1.4.0-pre+015cf707b,858549,0.007373407
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-04-07 01:47:50,[3],0.1,False,866,3780,7,7,0,1.3.2+bec2d12a0,858549,0.02114361
vsp.dcr.farm,mainnet,2020-12-09,2024-04-07 01:47:50,[3],1,False,84,8388,45,43,2,1.3.1,858549,0.0020508815000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2024-04-07 01:47:50,[3],0.49,False,364,13706,73,73,0,1.3.2+bec2d12a0,858549,0.008887153
vsp.stakeminer.com,mainnet,2020-11-09,2024-04-07 01:47:51,[3],1,False,315,30347,185,185,0,1.3.2+81acb861c,858549,0.007690805
vspd.99split.com,mainnet,2020-11-17,2024-04-07 01:47:51,[3],0.30000000000000004,False,222,27651,178,178,0,1.3.2,858549,0.0054201866
vspd.bass.cf,mainnet,2022-05-01,2024-04-07 01:47:51,[3],0.2,False,849,19065,155,0,0,1.2.0,858549,0.020728550000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-04-07 01:47:51,[3],5,False,38,2865,23,23,0,1.3.2,858549,0.0009277796499999999
