id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-04-14 02:48:47,[3],0.30000000000000004,False,333,5652,3,31,1,1.2.0,860665,0.008200557
dcrhive.com,mainnet,2022-06-23,2024-04-14 02:48:47,[3],0.15,False,1060,19328,112,112,0,1.3.2+bec2d12a0,860665,0.026103873000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-04-14 02:48:47,[3],0.9500000000000001,False,542,10799,69,68,1,1.3.2+bec2d12a0,860665,0.0133474525
decred.stake.fun,mainnet,2021-01-28,2024-04-14 02:48:47,[3],0.5,False,104,29796,182,180,2,1.3.1,860665,0.0025611348
decredvoting.com,mainnet,2021-02-01,2024-04-14 02:48:48,[3],1,False,101,5377,37,36,1,1.3.2,860665,0.002487256
stakey.net,mainnet,2020-10-22,2024-04-14 02:48:47,[3],1,False,179,31132,235,235,0,1.3.2+f79363a87,860665,0.0044081070000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-04-14 02:48:47,[3],0.6900000000000001,False,470,111972,1060,285,775,1.3.1+22d04116b,1361917,0.092610836
teststakepool.decred.org,testnet,2020-06-01,2024-04-14 02:48:48,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-04-14 02:48:48,[3],0.30000000000000004,False,319,14137,83,82,1,1.4.0-pre+015cf707b,860665,0.007855789
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-04-14 02:48:47,[3],0.1,False,902,3984,7,7,0,1.3.2+bec2d12a0,860665,0.022212919
vsp.dcr.farm,mainnet,2020-12-09,2024-04-14 02:48:47,[3],1,False,62,8411,46,44,2,1.3.1,860665,0.0015268304
vsp.decredcommunity.org,mainnet,2020-11-05,2024-04-14 02:48:47,[3],0.49,False,326,13799,73,73,0,1.3.2+bec2d12a0,860665,0.008028173000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-04-14 02:48:47,[3],1,False,320,30419,187,187,0,1.3.2+81acb861c,860665,0.007880415
vspd.99split.com,mainnet,2020-11-17,2024-04-14 02:48:47,[3],0.30000000000000004,False,193,27715,180,180,0,1.3.2,860665,0.0047528753
vspd.bass.cf,mainnet,2022-05-01,2024-04-14 02:48:48,[3],0.2,False,779,19271,157,0,0,1.2.0,860665,0.019183885
vspd.decredbrasil.com,mainnet,2020-11-22,2024-04-14 02:48:47,[3],5,False,36,2870,23,23,0,1.3.2,860665,0.0008865467
