side,qty,rate,time
2,0.3,70853790,2024-10-01 02:14:54.429
2,0.3,70180410,2024-10-01 02:14:54.155
2,0.3,69507030,2024-10-01 02:14:53.886
2,0.3,68833650,2024-10-01 02:14:53.544
2,0.3,68160270,2024-10-01 02:14:52.824
1,0.3,66515830,2024-10-01 02:14:51.377
1,0.3,65842450,2024-10-01 02:14:51.666
1,0.3,65169070,2024-10-01 02:14:51.926
1,0.3,64495690,2024-10-01 02:14:52.200
1,0.3,63822310,2024-10-01 02:14:52.478
1,1.54,50000000,2024-09-28 02:50:37.192
1,1.72,45000000,2024-09-28 02:50:48.990
1,1.92,40000000,2024-09-28 02:50:57.210
1,2.2,35000000,2024-09-28 02:51:05.560
1,2.58,30000000,2024-09-28 02:51:16.249
1,3.08,25000000,2024-09-28 02:51:25.049
1,3.86,20000000,2024-09-28 02:52:18.511
1,5.14,15000000,2024-09-28 02:52:50.962
1,7.72,10000000,2024-09-28 02:53:05.957
1,15.44,5000000,2024-09-28 02:53:15.235
1,25.0,1000000,2024-09-28 02:53:55.039
