side,qty,rate,time
2,0.3,67454740,2024-10-02 02:00:31.323
2,0.3,66813730,2024-10-02 02:00:31.104
2,0.3,66172730,2024-10-02 02:00:30.890
2,0.3,65531720,2024-10-02 02:00:30.662
2,0.3,64890710,2024-10-02 02:00:30.453
1,0.3,63047440,2024-10-02 01:12:15.508
1,0.3,62409090,2024-10-02 01:12:15.744
1,0.3,61770750,2024-10-02 01:12:15.976
1,0.3,61132410,2024-10-02 01:12:16.204
1,0.3,60494060,2024-10-02 01:12:16.436
1,1.54,50000000,2024-09-28 02:50:37.192
1,1.72,45000000,2024-09-28 02:50:48.990
1,1.92,40000000,2024-09-28 02:50:57.210
1,2.2,35000000,2024-09-28 02:51:05.560
1,2.58,30000000,2024-09-28 02:51:16.249
1,3.08,25000000,2024-09-28 02:51:25.049
1,3.86,20000000,2024-09-28 02:52:18.511
1,5.14,15000000,2024-09-28 02:52:50.962
1,7.72,10000000,2024-09-28 02:53:05.957
1,15.44,5000000,2024-09-28 02:53:15.235
1,25.0,1000000,2024-09-28 02:53:55.039
