side,qty,rate,time
2,0.3,68791260,2024-10-05 01:02:02.171
2,1.5,68610680,2024-10-05 02:08:38.394
2,1.5,68219470,2024-10-05 02:08:37.921
2,0.3,68137540,2024-10-05 01:02:01.819
2,1.5,67828270,2024-10-05 02:08:37.513
2,0.3,67483810,2024-10-05 01:02:01.467
2,1.5,67437070,2024-10-05 02:08:37.115
2,1.5,67045870,2024-10-05 02:08:36.569
2,0.3,66830080,2024-10-05 01:02:01.112
2,1.5,66654670,2024-10-05 02:08:36.106
2,1.5,66263470,2024-10-05 02:08:35.716
2,0.3,66176360,2024-10-05 01:02:00.756
1,0.3,64293060,2024-10-05 00:28:56.041
1,1.5,64136910,2024-10-05 02:08:32.268
1,1.5,63745710,2024-10-05 02:08:32.679
1,0.3,63642120,2024-10-05 00:28:56.404
1,1.5,63354510,2024-10-05 02:08:33.161
1,0.3,62991190,2024-10-05 00:28:56.770
1,1.5,62963310,2024-10-05 02:08:33.559
1,1.5,62572110,2024-10-05 02:08:33.948
1,0.3,62340250,2024-10-05 00:28:57.134
1,1.5,62180910,2024-10-05 02:08:34.398
1,1.5,61789700,2024-10-05 02:08:34.921
1,0.3,61689310,2024-10-05 00:28:57.495
