side,qty,rate,time
2,100.0,101999940,2024-12-01 08:47:44.508
2,100.0,101702000,2024-12-07 23:17:52.798
2,61.0,101702000,2024-12-07 23:17:53.422
2,100.0,101702000,2024-12-07 23:17:52.188
2,410.0,100999960,2024-12-05 22:15:25.631
2,100.0,100015810,2024-12-06 22:11:42.731
2,100.0,100015800,2024-12-06 22:16:40.136
1,100.0,99000140,2024-12-06 21:48:08.137
1,100.0,99000120,2024-12-01 08:48:00.265
1,100.0,98178390,2024-12-07 23:17:49.142
1,100.0,98178390,2024-12-07 23:17:49.846
1,100.0,98178390,2024-12-07 23:17:51.087
1,100.0,98178390,2024-12-07 23:17:48.510
1,100.0,98178390,2024-12-07 23:17:50.500
1,697.0,97500000,2024-11-13 11:46:44.309
