side,qty,rate,time
2,100.0,101687100,2024-12-14 01:41:34.085
2,100.0,101687100,2024-12-14 01:41:33.439
2,50.0,101687100,2024-12-14 01:41:35.477
2,100.0,101687100,2024-12-14 01:41:34.848
2,100.0,101687100,2024-12-14 01:41:32.838
2,1000.0,100900000,2024-12-13 06:33:59.144
2,500.0,100899990,2024-12-13 09:44:18.326
1,981.0,99100010,2024-12-12 16:06:36.022
1,2000.0,99100000,2024-12-09 01:55:54.336
1,10.0,98422100,2024-12-13 22:41:36.012
1,100.0,98422100,2024-12-13 22:41:34.632
1,100.0,98422100,2024-12-13 22:41:33.864
1,100.0,98422100,2024-12-13 22:41:35.327
