side,qty,rate,time
2,1.0,107618200,2024-12-29 02:05:41.933
2,1.0,107117160,2024-12-29 02:05:41.495
2,1.0,106616110,2024-12-29 02:05:41.011
2,1.0,106115070,2024-12-29 02:05:40.524
2,1.0,105614020,2024-12-29 02:05:40.048
2,1.0,105112980,2024-12-29 02:05:39.634
2,1.0,104611930,2024-12-29 02:05:39.146
2,1.0,104110890,2024-12-29 02:05:38.575
2,1.0,103609840,2024-12-29 02:05:38.146
2,1.0,103108800,2024-12-29 02:05:37.688
2,875.0,100960760,2024-12-28 16:01:02.458
2,1000.0,100900000,2024-12-13 06:33:59.144
2,875.0,100885900,2024-12-28 20:47:33.177
2,176.0,100780420,2024-12-18 12:59:34.843
1,875.0,99485900,2024-12-28 20:47:31.949
1,875.0,99410760,2024-12-28 16:01:01.443
1,100.0,99100010,2024-12-28 22:10:30.561
1,2000.0,99100000,2024-12-09 01:55:54.336
1,1.0,97309220,2024-12-29 02:05:32.737
1,1.0,96808180,2024-12-29 02:05:33.191
1,1.0,96307130,2024-12-29 02:05:33.609
1,1.0,95806090,2024-12-29 02:05:34.090
1,1.0,95305040,2024-12-29 02:05:34.523
1,1.0,94804000,2024-12-29 02:05:34.976
1,1.0,94302950,2024-12-29 02:05:35.437
1,1.0,93801910,2024-12-29 02:05:35.884
1,1.0,93300860,2024-12-29 02:05:36.301
1,1.0,92799820,2024-12-29 02:05:36.731
