rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.7.1/,39
2,/dcrwire:1.0.0/dcrd:1.7.2/,31
3,/dcrwire:1.0.0/dcrd:1.7.4/,12
4,/dcrwire:1.0.0/dcrd:1.7.0/,11
5,/dcrwire:0.4.0/dcrd:1.6.1/,3
6,/dcrwire:0.4.0/dcrd:1.5.1/,2
7,/dcrwire:0.4.0/dcrd:1.6.0(pre)/,2
8,/dcrwire:0.3.0/dcrd:1.4.0/,1
9,/dcrwire:0.4.0/dcrd:1.6.0/,1
