rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.8.0/,72
2,/dcrwire:1.0.0/dcrd:1.8.1/,35
3,/dcrwire:1.0.0/dcrd:1.9.0(pre)/,20
4,/dcrwire:0.3.0/dcrd:1.4.0/,2
5,/dcrwire:1.0.0/dcrd:1.7.1/,2
6,/dcrwire:1.0.0/dcrd:1.7.2/,1
7,/dcrwire:0.4.0/dcrd:1.6.0/,1
8,/dcrwire:0.4.0/dcrd:1.5.1/,1
9,/dcrwire:0.4.0/dcrd:1.6.0(rc4)/,1
