side,qty,rate,time
2,3.0,12864990,2024-09-14 01:50:03.977
2,3.0,12804160,2024-09-14 01:50:03.664
2,3.0,12743330,2024-09-14 01:50:03.346
2,3.0,12682500,2024-09-14 01:50:03.010
2,3.0,12621670,2024-09-14 01:50:02.601
2,1.5,12595820,2024-09-14 01:50:06.385
2,3.0,12560830,2024-09-14 01:50:02.286
2,3.0,12500000,2024-09-14 01:50:01.952
2,1.5,12497700,2024-09-14 01:50:05.879
2,1.0,12490540,2024-09-14 01:48:48.867
2,3.0,12439170,2024-09-14 01:50:01.635
2,1.0,12429680,2024-09-14 01:48:48.536
2,1.5,12399580,2024-09-14 01:50:05.341
2,3.0,12378340,2024-09-14 01:50:01.319
2,1.0,12368820,2024-09-14 01:48:48.194
2,3.0,12317510,2024-09-14 01:50:00.987
2,1.0,12307960,2024-09-14 01:48:47.842
1,1.5,12130420,2024-09-14 01:50:03.432
1,1.0,12035640,2024-09-14 01:48:45.981
1,1.5,12032300,2024-09-14 01:50:03.814
1,3.0,12028060,2024-09-14 01:48:31.034
1,1.0,11974780,2024-09-14 01:48:46.775
1,3.0,11967160,2024-09-14 01:48:31.338
1,1.5,11934180,2024-09-14 01:50:04.269
1,1.0,11913920,2024-09-14 01:48:47.082
1,3.0,11906260,2024-09-14 01:48:31.634
1,1.0,11853060,2024-09-14 01:48:47.414
1,3.0,11845360,2024-09-14 01:48:31.926
1,3.0,11784470,2024-09-14 01:48:32.226
1,3.0,11723570,2024-09-14 01:48:32.534
1,3.0,11662670,2024-09-14 01:48:32.842
1,3.0,11601770,2024-09-14 01:48:33.347
1,3.0,11540880,2024-09-14 01:48:33.642
1,3.0,11479980,2024-09-14 01:48:33.938
