side,qty,rate,time
2,4.3,34916577100,2024-10-20 02:11:38.496
2,5.0,34815980860,2024-10-20 02:11:37.894
2,5.0,34715384620,2024-10-20 02:11:37.428
2,0.9,34490197500,2024-10-20 02:20:31.188
2,0.9,34323448560,2024-10-20 02:20:30.847
2,0.9,34156699630,2024-10-20 02:20:30.550
1,0.9,32530189390,2024-10-20 02:11:46.373
1,0.9,32363504560,2024-10-20 02:11:46.687
1,0.7,32196819730,2024-10-20 02:11:46.942
1,2.0,32181115460,2024-10-20 02:11:34.541
1,2.0,32013455060,2024-10-20 02:11:35.004
1,4.0,31342813450,2024-10-20 02:11:35.442
1,8.1,31007492650,2024-10-20 02:11:36.008
1,0.1,30503246700,2024-10-10 17:26:47.488
1,0.2,30000000000,2024-10-08 08:58:49.244
