side,qty,rate,time
2,3.5,35495592040,2024-10-15 02:05:25.216
2,5.0,35391956420,2024-10-15 02:05:24.528
2,5.0,35288320800,2024-10-15 02:05:23.806
2,0.9,35108429890,2024-10-15 01:44:32.303
2,0.9,34936585350,2024-10-15 01:44:31.972
2,0.9,34764740800,2024-10-15 01:44:31.687
1,0.9,33973077400,2024-10-15 01:44:30.750
1,0.9,33801232850,2024-10-15 01:44:31.021
1,0.6,33629388310,2024-10-15 01:44:31.294
1,2.0,33629365870,2024-10-15 02:05:19.956
1,2.0,33456639840,2024-10-15 02:05:20.461
1,4.0,32765735710,2024-10-15 02:05:21.002
1,7.4,32420283650,2024-10-15 02:05:21.648
1,0.1,30503246700,2024-10-10 17:26:47.488
1,0.2,30000000000,2024-10-08 08:58:49.244
