id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2022-09-09 03:29:49,[3],0.49,False,670,15959,97,1.1.0
big.decred.energy,mainnet,2022-05-01,2022-09-09 03:29:49,[3],0.6900000000000001,False,134,374,1,1.1.1
dcrhive.com,mainnet,2022-06-23,2022-09-09 03:29:49,[3],0.666,False,87,89,0,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2022-09-01 23:59:55,[3],1,False,55,1116,8,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2022-09-09 03:29:49,[3],1,False,22,391,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2022-09-09 03:29:49,[3],0.9500000000000001,False,242,6295,34,1.1.1
decredvoting.com,mainnet,2021-02-01,2022-09-09 03:29:49,[3],1,False,113,2666,19,1.1.1
stakey.net,mainnet,2020-10-22,2022-09-09 03:29:49,[3],1,False,297,24968,179,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-09-09 03:29:49,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2022-09-09 03:29:49,[3],3,False,1,213721,1024,1.1.1
ultravsp.uk,mainnet,2020-12-01,2022-09-09 03:29:49,[3],0.30000000000000004,False,726,5126,15,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2022-09-09 03:29:49,[3],0.5,False,294,25614,160,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2022-09-09 03:29:49,[3],0.9500000000000001,False,145,5079,26,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2022-09-09 03:29:49,[3],0.49,False,389,3478,12,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2022-09-09 03:29:49,[3],1,False,620,18533,100,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-09-09 03:29:49,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2022-09-09 03:29:49,[3],0.30000000000000004,False,835,6432,25,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2022-09-09 03:29:49,[3],0.2,False,413,252,0,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2022-09-09 03:29:49,[3],5,False,91,1584,12,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-09-09 03:29:49,[3],0.30000000000000004,False,1757,19461,91,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2022-09-08 21:34:49,[3],0.75,True,140,753,3,1.1.1
