side,qty,rate,time
2,15.0,16217430,2025-01-19 02:05:34.180
2,15.0,16070210,2025-01-19 02:05:33.855
2,10.0,15974090,2025-01-19 02:12:41.564
2,15.0,15922990,2025-01-19 02:05:33.569
2,10.0,15900510,2025-01-19 02:12:40.578
2,10.0,15826940,2025-01-19 02:12:39.671
2,15.0,15775780,2025-01-19 02:05:33.237
2,10.0,15753370,2025-01-19 02:12:38.877
2,10.0,15679800,2025-01-19 02:12:37.962
2,15.0,15628560,2025-01-19 02:05:32.903
2,10.0,15606220,2025-01-19 02:12:37.361
2,0.4,15207280,2025-01-19 02:06:01.099
2,150.0,15066970,2025-01-19 01:55:17.071
1,200.0,14308470,2025-01-19 01:55:16.545
1,0.4,14262140,2025-01-19 02:06:00.722
1,15.0,13814640,2025-01-19 02:05:30.867
1,15.0,13667420,2025-01-19 02:05:31.241
1,15.0,13520210,2025-01-19 02:05:32.004
1,15.0,13372990,2025-01-19 02:05:32.296
1,0.7,13225770,2025-01-19 02:05:32.599
