side,qty,rate,time
2,10.0,14439240,2025-01-21 19:12:42.604
2,10.0,14372760,2025-01-21 19:12:42.007
2,10.0,14306290,2025-01-21 19:12:41.178
2,15.0,14275010,2025-01-23 02:07:18.821
2,10.0,14239810,2025-01-21 19:12:40.388
2,10.0,14173330,2025-01-21 19:12:39.543
2,15.0,14145930,2025-01-23 02:07:18.558
2,10.0,14106860,2025-01-21 19:12:38.759
2,15.0,14016860,2025-01-23 02:07:18.263
2,15.0,13887780,2025-01-23 02:07:17.945
2,15.0,13758700,2025-01-23 02:07:17.631
2,150.0,13427640,2025-01-23 02:06:16.865
2,0.4,13346060,2025-01-23 02:02:15.660
1,149.3,12523850,2025-01-23 02:06:16.225
1,15.0,12056920,2025-01-23 02:07:15.970
1,15.0,11927840,2025-01-23 02:07:16.267
1,15.0,11798760,2025-01-23 02:07:16.632
1,15.0,11669690,2025-01-23 02:07:17.023
1,9.8,11540610,2025-01-23 02:07:17.338
