side,qty,rate,time
2,10.0,14439240,2025-01-21 19:12:42.604
2,10.0,14372760,2025-01-21 19:12:42.007
2,10.0,14306290,2025-01-21 19:12:41.178
2,10.0,14239810,2025-01-21 19:12:40.388
2,10.0,14173330,2025-01-21 19:12:39.543
2,10.0,14106860,2025-01-21 19:12:38.759
2,15.0,13074220,2025-01-27 02:05:48.922
2,15.0,12954520,2025-01-27 02:05:48.610
2,80.0,12870000,2025-01-26 16:47:50.720
2,15.0,12834830,2025-01-27 02:05:48.259
2,15.0,12715130,2025-01-27 02:05:47.917
2,15.0,12595440,2025-01-27 02:05:47.599
2,150.0,12453750,2025-01-27 02:07:06.502
2,0.4,12250120,2025-01-27 02:02:15.676
1,200.0,11591570,2025-01-27 02:07:05.535
1,15.0,11343760,2025-01-27 02:05:45.978
1,15.0,11224070,2025-01-27 02:05:46.296
1,15.0,11104370,2025-01-27 02:05:46.674
1,15.0,10984680,2025-01-27 02:05:47.031
1,14.3,10864980,2025-01-27 02:05:47.300
