side,qty,rate,time
2,18.0,248000,2023-11-06 01:06:33.665
2,12.0,227400,2023-11-06 01:06:26.860
2,6.0,215000,2023-11-06 01:06:26.651
2,6.0,214100,2023-11-06 01:06:26.439
2,6.0,213300,2023-11-06 01:06:26.224
2,6.0,212500,2023-11-06 01:06:26.004
2,6.0,211700,2023-11-06 01:06:25.748
2,6.0,210800,2023-11-06 01:06:25.511
2,6.0,210000,2023-11-06 01:06:25.264
2,6.0,209200,2023-11-06 01:14:56.642
2,6.0,208400,2023-11-06 01:47:04.494
1,6.0,202600,2023-11-06 01:06:27.489
1,6.0,201700,2023-11-06 01:06:27.700
1,6.0,200900,2023-11-06 01:06:27.913
1,6.0,200100,2023-11-06 01:06:28.136
1,6.0,199300,2023-11-06 01:06:28.361
1,6.0,198400,2023-11-06 01:06:29.967
1,12.0,186000,2023-11-06 01:06:30.185
1,18.0,165400,2023-11-06 01:06:30.411
