id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-01-27 02:13:46,[3],0.49,False,598,19142,118,1.1.0,732778,0.014387797
big.decred.energy,mainnet,2022-05-01,2023-01-27 02:13:46,[3],0.49,False,484,1463,2,1.1.1,732778,0.0116449725
dcrhive.com,mainnet,2022-06-23,2023-01-27 02:13:46,[3],0.1,False,506,947,2,1.1.1,732778,0.01217429
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-01-27 02:13:47,[3],1,False,5,1189,9,1.1.0-pre,732778,0.00012029930999999999
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-01-27 02:13:46,[3],5,False,16,490,2,1.2.0-pre,732778,0.00038495775999999995
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-01-27 02:13:46,[3],0.9500000000000001,False,255,7516,46,1.1.1,732778,0.006135264400000001
decredvoting.com,mainnet,2021-02-01,2023-01-27 02:13:46,[3],1,False,157,3336,23,1.1.1,732778,0.0037773983
stakey.net,mainnet,2020-10-22,2023-01-27 02:13:46,[3],1,False,400,26303,193,1.1.1,732778,0.009623945
testnet-vsp.jholdstock.uk,testnet,2021-01-20,1970-01-01 00:00:00,,0,False,0,0,0,,0,0
teststakepool.decred.org,testnet,2020-06-01,2023-01-27 02:13:46,[3],3,False,0,213765,1032,1.1.1,1067387,0
ultravsp.uk,mainnet,2020-12-01,2023-01-27 02:13:46,[3],0.30000000000000004,False,677,8753,37,1.1.1,732778,0.016288526
vsp.coinmine.pl,mainnet,2021-01-28,2023-01-27 02:13:46,[3],0.5,False,310,26926,168,1.1.1,732778,0.007458557
vsp.dcr.farm,mainnet,2020-12-09,2023-01-27 02:13:46,[3],0.9500000000000001,False,136,5997,36,1.1.0,732778,0.003272141
vsp.decredcommunity.org,mainnet,2020-11-05,2023-01-27 02:13:46,[3],0.49,False,559,5964,19,1.1.1,732778,0.013449462
vsp.stakeminer.com,mainnet,2020-11-09,2023-01-27 02:13:46,[3],1,False,1052,21647,122,1.1.1,732778,0.025310975000000003
vspd.99split.com,mainnet,2020-11-17,2023-01-27 02:13:46,[3],0.30000000000000004,False,2081,12797,52,1.1.1,732778,0.050068572000000006
vspd.bass.cf,mainnet,2022-05-01,2023-01-27 02:13:47,[3],0.2,False,1268,4676,31,1.1.1,732778,0.030507904000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-01-27 02:13:46,[3],5,False,89,1958,14,1.1.1,732778,0.0021413276
