side,qty,rate,time
2,0.2,39215030900,2024-11-04 23:09:48.235
2,7.7,39215030900,2024-11-04 23:09:40.304
2,16.7,38698690760,2024-11-07 02:06:49.942
2,16.7,38549896460,2024-11-07 02:06:49.659
2,5.0,38433074450,2024-11-04 23:09:39.300
2,16.7,38401102150,2024-11-07 02:06:49.396
2,5.0,38321366380,2024-11-04 23:09:38.175
2,16.7,38252307850,2024-11-07 02:06:48.951
2,5.0,38209658320,2024-11-04 23:09:37.095
2,16.7,38103513540,2024-11-07 02:06:48.490
2,5.0,38097950250,2024-11-04 23:09:35.557
1,16.7,36293639560,2024-11-07 02:06:46.551
1,16.7,36144845250,2024-11-07 02:06:46.706
1,16.7,35996050950,2024-11-07 02:06:46.877
1,16.7,35847256640,2024-11-07 02:06:47.070
1,16.7,35698462340,2024-11-07 02:06:47.257
